Portfolio Name,Scheme Code,ISIN,Scheme Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction NAV,NAV,Date
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-06-03,Investment (SIP),1500,0.08,13.185,113.762,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-06-10,Investment (SIP),1500,0.08,12.897,116.303,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-06-17,Investment (SIP),1500,0.08,13.003,115.353,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-06-24,Investment (SIP),1500,0.08,12.78,117.366,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-07-01,Investment (SIP),1500,0.08,12.519,119.812,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-07-08,Investment (SIP),1500,0.08,12.709,118.019,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-07-15,Investment (SIP),1500,0.08,12.701,118.094,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-07-22,Investment (SIP),1500,0.08,12.641,118.659,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-07-29,Investment (SIP),1500,0.08,12.887,116.391,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-08-05,Investment (SIP),1500,0.08,12.738,117.751,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-08-12,Investment (SIP),1500,0.08,13.034,115.076,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-08-19,Investment (SIP),1500,0.08,12.65,118.57,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-08-26,Investment (SIP),1500,0.08,12.684,118.252,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-09-02,Investment (SIP),1500,0.08,12.529,119.712,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-09-09,Investment (SIP),2200,0.11,18.486,119.003,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-09-16,Investment (SIP),2200,0.11,18.107,121.495,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-09-23,Investment (SIP),2200,0.11,18.435,119.334,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-09-30,Investment (SIP),2200,0.11,19.419,113.283,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-10-07,Investment (SIP),2200,0.11,18.512,118.838,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-10-14,Investment (SIP),2200,0.11,18.619,118.155,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-10-23,Investment (SIP),2200,0.11,18.456,119.194,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-10-28,Investment (SIP),2200,0.11,18.346,119.909,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-11-04,Investment (SIP),2200,0.11,18.526,118.743,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-11-11,Investment (SIP),2200,0.11,18.583,118.38,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-11-18,Investment (SIP),2200,0.11,18.601,118.266,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-11-25,Investment (SIP),2200,0.11,18.797,117.033,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-12-02,Investment (SIP),2200,0.11,18.536,118.685,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-12-09,Investment (SIP),2200,0.11,19.066,115.384,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-12-16,Investment (SIP),2200,0.11,19.145,114.909,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-12-17,Redemption,-87296.2,0,-765.286,114.07,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-12-23,Investment (SIP),2200,0.11,19.046,115.505,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2025-12-30,Investment (SIP),2200,0.11,19.561,112.463,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-01-08,Investment (SIP),2200,0.11,19.333,113.792,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-01-16,Investment (SIP),2200,0.11,19.628,112.079,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-01-22,Investment (SIP),2200,0.11,20.401,107.834,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-01-29,Investment (SIP),2200,0.11,20.647,106.55,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-02-05,Investment (SIP),2200,0.11,20.359,108.052,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-02-12,Investment (SIP),2200,0.11,20.241,108.683,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-02-19,Investment (SIP),2200,0.11,20.872,105.397,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-02-26,Investment (SIP),2200,0.11,21.235,103.597,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-03-05,Investment (SIP),2200,0.11,21.873,100.574,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-03-12,Investment (SIP),2200,0.11,22.666,97.0585,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-03-19,Investment (SIP),2200,0.11,22.898,96.0741,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-03-27,Investment (SIP),2200,0.11,23.013,95.5937,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-03-30,Redemption,-17678.6,0,-190.18,92.9573,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-04-02,Investment (SIP),2200,0.11,22.936,95.9132,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-04-09,Investment (SIP),2200,0.11,21.292,103.322,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-04-16,Investment (SIP),2200,0.11,20.679,106.381,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-04-23,Investment (SIP),2200,0.11,20.666,106.45,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-04-30,Investment (SIP),2200,0.11,20.978,104.867,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-05-07,Investment (SIP),2200,0.11,20.317,108.28,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-05-14,Investment (SIP),2200,0.11,20.983,104.844,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-05-21,Investment (SIP),2200,0.11,20.705,106.249,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-05-29,Investment (SIP),2200,0.11,20.698,106.286,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-06-04,Investment (SIP),2200,0.11,20.962,104.947,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-06-11,Investment (SIP),2200,0.11,21.621,101.749,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-06-18,Investment (SIP),2200,0.11,20.212,108.84,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-06-25,Investment (SIP),2200,0.11,20.305,108.341,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-07-02,Investment (SIP),2200,0.11,19.98,110.107,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-07-09,Investment (SIP),2200,0.11,19.781,111.211,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-07-16,Investment (SIP),2200,0.11,19.25,114.28,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-07-23,Investment (SIP),2200,0.11,19.577,112.371,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-07-30,Investment (SIP),2200,0.11,19.073,115.338,118.272,2026-08-07
Pai,127042,INF247L01445/-,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,2026-08-06,Investment (SIP),2200,0.11,18.633,118.061,118.272,2026-08-07
Pai,109720,INF204K01BU4/-,Nippon India Gilt  Fund -Growth Plan - Growth Option,2020-04-16,Investment,8000,0,283.179,28.2507,,
Pai,109720,INF204K01BU4/-,Nippon India Gilt  Fund -Growth Plan - Growth Option,2020-05-26,Redemption,-8004.27,0,-272.204,29.4054,,
Pai,109720,INF204K01BU4/-,Nippon India Gilt  Fund -Growth Plan - Growth Option,2020-08-10,Redemption,-326.58,0,-10.9748,29.7577,,
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-09-01,Investment,30000,1.5,516.178,58.1166,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-10-03,Investment,20000,1,352.091,56.8006,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-11-01,Investment,1250,0.06,20.666,60.4832,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-11-07,Investment (SIP),1250,0.06,20.565,60.7799,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-11-14,Investment (SIP),1250,0.06,20.552,60.8177,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-11-21,Investment (SIP),1250,0.06,20.829,60.0089,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-11-28,Investment (SIP),1250,0.06,20.333,61.4737,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-12-05,Investment (SIP),1250,0.06,20.179,61.9412,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-12-13,Investment (SIP),1250,0.06,20.174,61.9566,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-12-19,Investment (SIP),1250,0.06,20.363,61.3839,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2022-12-26,Investment (SIP),1250,0.06,20.923,59.7394,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-01-02,Investment (SIP),1250,0.06,20.649,60.5329,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-01-09,Investment (SIP),1250,0.06,20.71,60.3555,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-01-16,Investment (SIP),1250,0.06,20.879,59.8648,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-01-23,Investment (SIP),1250,0.06,20.599,60.6805,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-01-30,Investment (SIP),1250,0.06,21.202,58.9542,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-02-06,Investment (SIP),1250,0.06,20.842,59.9718,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-02-13,Investment (SIP),1250,0.06,20.853,59.9403,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-02-20,Investment (SIP),1250,0.06,20.778,60.1557,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-02-27,Investment (SIP),1250,0.06,21.248,58.8267,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-03-06,Investment (SIP),1250,0.06,20.847,59.9573,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-03-13,Investment (SIP),1250,0.06,21.402,58.4031,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-03-20,Investment (SIP),1250,0.06,21.583,57.9134,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-03-27,Investment (SIP),1250,0.06,21.661,57.7058,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-04-05,Investment (SIP),1250,0.06,20.947,59.6706,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-04-11,Investment (SIP),2500,0.13,41.612,60.0753,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-04-17,Investment (SIP),2500,0.13,41.552,60.1619,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-04-25,Investment (SIP),2500,0.13,41.257,60.5932,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-05-02,Investment (SIP),1250,0.06,20.093,62.2082,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-05-08,Investment (SIP),1250,0.06,19.827,63.0419,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-05-15,Investment (SIP),1250,0.06,19.636,63.6571,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-05-22,Investment (SIP),1250,0.06,19.703,63.4405,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-05-29,Investment (SIP),1250,0.06,19.368,64.536,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-06-07,Investment (SIP),1250,0.06,18.99,65.8209,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-06-12,Investment (SIP),1250,0.06,19.072,65.5378,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-06-19,Investment (SIP),1250,0.06,18.876,66.2177,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-06-26,Investment (SIP),1250,0.06,19.005,65.7673,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-07-03,Investment (SIP),1250,0.06,18.376,68.0211,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-07-10,Investment (SIP),1250,0.06,18.321,68.2229,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-07-17,Investment (SIP),1250,0.06,17.947,69.6452,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-07-24,Investment (SIP),1250,0.06,17.855,70.0057,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-07-31,Investment (SIP),1250,0.06,17.652,70.8107,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-08-07,Investment (SIP),1250,0.06,17.793,70.2492,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-08-14,Investment (SIP),1250,0.06,17.828,70.11,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-08-14,Investment,120000,6,1711.51,70.11,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-08-22,Investment (SIP),1250,0.06,17.71,70.5786,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-08-28,Investment (SIP),1250,0.06,17.743,70.4455,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-09-04,Investment (SIP),1250,0.06,17.429,71.717,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-09-11,Investment (SIP),1250,0.06,16.954,73.7256,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-09-18,Investment (SIP),1250,0.06,17.013,73.4681,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-09-25,Investment (SIP),1250,0.06,17.386,71.8946,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-10-03,Investment (SIP),1250,0.06,17.322,72.158,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-10-09,Investment (SIP),1250,0.06,17.476,71.523,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-10-16,Investment (SIP),1250,0.06,17.187,72.7253,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-10-23,Investment (SIP),1250,0.06,17.726,70.5159,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-10-30,Investment (SIP),1250,0.06,17.803,70.2094,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-11-06,Investment (SIP),1250,0.06,17.44,71.6717,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-11-13,Investment (SIP),1250,0.06,17.382,71.9087,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-11-20,Investment (SIP),1000,0.05,13.799,72.4675,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-11-28,Investment (SIP),1000,0.05,13.683,73.0792,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-12-04,Investment (SIP),1000,0.05,13.152,76.0297,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-12-11,Investment (SIP),1000,0.05,12.889,77.584,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-12-18,Investment (SIP),1000,0.05,12.58,79.4904,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2023-12-26,Investment (SIP),1000,0.05,12.669,78.9312,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-01-01,Investment (SIP),1000,0.05,12.439,80.3877,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-01-08,Investment (SIP),1000,0.05,12.441,80.3728,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-01-15,Investment (SIP),1000,0.05,12.158,82.2457,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-01-23,Investment (SIP),1000,0.05,12.608,79.3097,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-01-29,Investment (SIP),1000,0.05,12.273,81.478,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-02-05,Investment (SIP),1000,0.05,12.263,81.5416,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-02-12,Investment (SIP),1000,0.05,12.25,81.6287,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-02-19,Investment (SIP),1000,0.05,11.947,83.7003,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-02-26,Investment (SIP),0,0,0,0,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-02-28,Investment,1000,0.05,11.958,83.6231,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-03-04,Investment (SIP),1000,0.05,11.649,85.8389,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-03-11,Investment,1000,0.05,11.704,85.4384,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-03-13,Investment (SIP),1000,0.05,11.987,83.42,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-03-18,Investment (SIP),0,0,0,0,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-03-20,Investment (SIP),1000,0.05,11.996,83.3538,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-03-27,Investment (SIP),1000,0.05,11.708,85.4065,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-04-03,Investment (SIP),1000,0.05,11.446,87.3591,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-04-10,Investment (SIP),1000,0.05,11.28,88.6487,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-04-18,Investment (SIP),1000,0.05,11.633,85.9544,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-04-24,Investment (SIP),1000,0.05,11.398,87.7308,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-05-02,Investment,1000,0.05,11.195,89.3246,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-05-07,Investment (SIP),1000,0.05,11.395,87.7561,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-05-13,Investment (SIP),1000,0.05,11.471,87.174,102.763,2026-08-07
Pai,118632,INF204K01XI3/-,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2024-05-21,Investment (SIP),1000,0.05,11.172,89.5067,102.763,2026-08-07
