Portfolio Name,Scheme Code,ISIN,Scheme Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction NAV,NAV,Date
Pai,120539,INF209K01VF2/-,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2020-11-24,Investment,20000,1,238.452,83.87,160.7,2026-06-12
Pai,120539,INF209K01VF2/-,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2021-01-01,Investment,5000,0.25,53.5592,93.35,160.7,2026-06-12
Pai,120539,INF209K01VF2/-,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2021-04-05,Investment,10000,0.5,93.9538,106.43,160.7,2026-06-12
Pai,120539,INF209K01VF2/-,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2022-07-01,Investment,65000,3.25,541.189,120.1,160.7,2026-06-12
Pai,120539,INF209K01VF2/-,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2022-08-01,Investment,10000,0.5,78.711,127.04,160.7,2026-06-12
Pai,120539,INF209K01VF2/-,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,2024-04-08,Redemption,-174226,0,-1005.87,173.21,160.7,2026-06-12
Pai,119544,INF209K01UN8/-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,2020-03-30,Investment,17000,0,662.252,25.67,,
Pai,119544,INF209K01UN8/-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,2023-03-31,Redemption,-27953.6,0,-662.252,42.21,,
Pai,120503,INF846K01EW2/-,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2020-03-30,Investment,17000,0,415.543,40.9103,,
Pai,120503,INF846K01EW2/-,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2023-05-02,Redemption,-29896.3,0,-415.543,71.9451,,
Pai,120465,INF846K01DP8/-,Axis Large Cap Fund - Direct Plan - Growth,2020-04-13,Investment,15000,0,517.063,29.01,,
Pai,120465,INF846K01DP8/-,Axis Large Cap Fund - Direct Plan - Growth,2020-05-04,Investment,20000,0,681.896,29.33,,
Pai,120465,INF846K01DP8/-,Axis Large Cap Fund - Direct Plan - Growth,2020-12-01,Investment,10000,0.5,254.894,39.23,,
Pai,120465,INF846K01DP8/-,Axis Large Cap Fund - Direct Plan - Growth,2021-04-30,Redemption,-22083.8,0,-517.063,42.71,,
Pai,120465,INF846K01DP8/-,Axis Large Cap Fund - Direct Plan - Growth,2021-12-08,Redemption,-48507,0,-936.79,51.78,,
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2020-11-24,Investment,20000,1,493.315,40.54,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2021-01-01,Investment,5000,0.25,115.977,43.11,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2021-03-02,Investment,5000,0.25,106.695,46.86,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2021-05-03,Investment,25000,1.25,495.515,50.45,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2021-10-01,Investment,5000,0.25,77.312,64.67,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2021-11-01,Investment,5000,0.25,76.507,65.35,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2021-12-01,Investment,10000,0.5,151.004,66.22,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2022-07-01,Investment,25000,1.25,400.621,62.4,135.58,2026-08-07
Pai,125354,INF846K01K35/-,Axis Small Cap Fund - Direct Plan - Growth,2022-08-01,Investment,10000,0.5,148.075,67.53,135.58,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2024-12-16,Investment,100000,5,1898.23,52.678,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2024-12-23,Investment (SIP),1500,0.08,29.658,50.574,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2024-12-30,Investment (SIP),1500,0.08,29.683,50.531,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-01-07,Investment (SIP),1500,0.07,29.602,50.67,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-01-13,Investment (SIP),1500,0.08,32.291,46.45,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-01-20,Investment (SIP),1500,0.08,31,48.385,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-01-27,Investment (SIP),1500,0.08,33.615,44.62,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-02-03,Investment (SIP),1500,0.08,32.657,45.929,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-02-10,Investment (SIP),1500,0.08,32.786,45.749,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-02-17,Investment (SIP),1500,0.08,35.12,42.709,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-02-24,Investment (SIP),1500,0.08,34.998,42.857,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-03-03,Investment (SIP),1500,0.08,36.632,40.946,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-03-10,Investment (SIP),1500,0.08,35.148,42.674,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-03-17,Investment (SIP),1500,0.08,35.802,41.895,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-03-24,Investment (SIP),1500,0.08,33.096,45.32,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-04-01,Investment (SIP),1500,0.08,33.989,44.13,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-04-08,Investment (SIP),1500,0.08,35.002,42.853,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-04-15,Investment (SIP),1500,0.08,33.495,44.78,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-04-22,Investment (SIP),1500,0.08,32.175,46.618,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-04-29,Investment (SIP),1500,0.08,32.612,45.993,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-05-06,Investment (SIP),1500,0.08,33.658,44.563,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-05-13,Investment (SIP),1500,0.08,32.257,46.499,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-05-20,Investment (SIP),1500,0.08,31.162,48.133,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-05-27,Investment (SIP),1500,0.08,30.651,48.936,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-06-03,Investment (SIP),1500,0.08,30.116,49.804,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-06-10,Investment (SIP),1500,0.08,29.143,51.468,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-06-17,Investment (SIP),1500,0.08,29.654,50.58,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-06-24,Investment (SIP),1500,0.08,29.754,50.41,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-07-01,Investment (SIP),1500,0.08,29.167,51.426,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-07-08,Investment (SIP),1500,0.08,29.203,51.362,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-07-15,Investment (SIP),1500,0.08,28.639,52.374,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-07-22,Investment (SIP),1500,0.08,28.58,52.481,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-07-29,Investment (SIP),1500,0.08,29.174,51.413,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-08-05,Investment (SIP),1500,0.08,29.707,50.491,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-08-12,Investment (SIP),1500,0.08,30.153,49.744,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-08-19,Investment (SIP),1500,0.08,29.648,50.591,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-08-26,Investment (SIP),1500,0.08,30.027,49.953,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-09-02,Investment (SIP),1500,0.08,29.943,50.093,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-09-09,Investment (SIP),2200,0.11,43.527,50.541,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-09-16,Investment (SIP),2200,0.11,42.293,52.015,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-09-23,Investment (SIP),2200,0.11,42.353,51.942,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-09-30,Investment (SIP),2200,0.11,43.717,50.321,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-10-07,Investment (SIP),2200,0.11,43.141,50.993,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-10-14,Investment (SIP),2200,0.11,43.395,50.695,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-10-23,Investment (SIP),2200,0.11,42.102,52.251,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-10-28,Investment (SIP),2200,0.11,41.782,52.651,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-11-04,Investment (SIP),2200,0.11,41.767,52.67,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-11-11,Investment (SIP),2200,0.11,42.339,51.959,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-11-18,Investment (SIP),2200,0.11,42.121,52.228,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-11-25,Investment (SIP),2200,0.11,42.896,51.284,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-12-02,Investment (SIP),2200,0.11,42.691,51.531,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-12-09,Investment (SIP),2200,0.11,43.695,50.346,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-12-16,Investment (SIP),2200,0.11,43.553,50.511,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-12-23,Investment (SIP),2200,0.11,42.946,51.224,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2025-12-30,Investment (SIP),2200,0.11,43.677,50.367,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-01-08,Investment (SIP),2200,0.11,43.075,51.071,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-01-16,Investment (SIP),2200,0.11,43.776,50.253,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-01-22,Investment (SIP),2200,0.11,45.233,48.635,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-01-29,Investment (SIP),2200,0.11,45.338,48.522,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-02-05,Investment (SIP),2200,0.11,43.808,50.217,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-02-12,Investment (SIP),2200,0.11,43.139,50.995,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-02-19,Investment (SIP),2200,0.11,43.981,50.019,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-02-26,Investment (SIP),2200,0.11,44.295,49.664,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-03-05,Investment (SIP),2200,0.11,45.975,47.85,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-03-12,Investment (SIP),2200,0.11,46.346,47.467,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-03-19,Investment (SIP),2200,0.11,47.471,46.342,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-03-27,Investment (SIP),2200,0.11,47.918,45.909,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-03-30,Redemption,-91514.3,0,-2050.47,44.631,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-04-02,Investment (SIP),2200,0.11,47.408,46.403,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-04-09,Investment (SIP),2200,0.11,45.107,48.77,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-04-16,Investment (SIP),2200,0.11,43.285,50.823,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-04-23,Investment (SIP),2200,0.11,42.279,52.033,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-04-30,Investment (SIP),2200,0.11,42.175,52.161,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-05-07,Investment (SIP),2200,0.11,40.612,54.169,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-05-14,Investment (SIP),2200,0.11,41.91,52.491,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-05-21,Investment (SIP),2200,0.11,41.752,52.69,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-05-29,Investment (SIP),2200,0.11,41.616,52.862,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-06-04,Investment (SIP),2200,0.11,41.63,52.844,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-06-11,Investment (SIP),2200,0.11,42.61,51.628,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-06-18,Investment (SIP),2200,0.11,40.44,54.399,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-06-25,Investment (SIP),2200,0.11,40.315,54.567,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-07-02,Investment (SIP),2200,0.11,39.722,55.382,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-07-09,Investment (SIP),2200,0.11,39.865,55.183,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-07-16,Investment (SIP),2200,0.11,39.495,55.701,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-07-23,Investment (SIP),2200,0.11,39.956,55.058,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-07-30,Investment (SIP),2200,0.11,39.523,55.661,57,2026-08-07
Pai,147946,INF194KB1AL4/-,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,2026-08-06,Investment (SIP),2200,0.11,38.597,56.996,57,2026-08-07
Pai,118285,INF760K01EL8/-,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,2020-04-13,Investment,10000,0,165.371,60.47,,
Pai,118285,INF760K01EL8/-,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,2023-05-02,Redemption,-21109.7,0,-165.371,127.65,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-09-01,Investment,30000,1.5,1135.02,26.43,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-10-03,Investment,20000,1,772.759,25.88,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-11-01,Investment,1250,0.06,47.203,26.48,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-11-07,Investment (SIP),1250,0.06,46.92,26.64,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-11-14,Investment (SIP),1250,0.06,47.671,26.22,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-11-21,Investment (SIP),1250,0.06,47.781,26.16,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-11-28,Investment (SIP),1250,0.06,46.553,26.85,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-12-05,Investment (SIP),1250,0.06,46.191,27.06,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-12-13,Investment (SIP),1250,0.06,46.277,27.01,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-12-19,Investment (SIP),1250,0.06,46.466,26.9,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2022-12-26,Investment (SIP),1250,0.06,48.075,26,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-01-02,Investment (SIP),1250,0.06,46.867,26.67,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-01-09,Investment (SIP),1250,0.06,47.4,26.37,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-01-16,Investment (SIP),1250,0.06,47.454,26.34,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-01-23,Investment (SIP),1250,0.06,48.019,26.03,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-01-30,Investment (SIP),1250,0.06,49.23,25.39,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-02-06,Investment (SIP),1250,0.06,48.674,25.68,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-02-13,Investment (SIP),1250,0.06,48.788,25.62,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-02-20,Investment (SIP),1250,0.06,48.335,25.86,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-02-27,Investment (SIP),1250,0.06,49.503,25.25,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-03-06,Investment (SIP),1250,0.06,48.598,25.72,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-03-13,Investment (SIP),1250,0.06,49.68,25.16,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-03-20,Investment (SIP),1250,0.06,50.138,24.93,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-03-27,Investment (SIP),1250,0.06,50.687,24.66,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2023-04-05,Investment (SIP),1250,0.06,48.979,25.52,,
Pai,146130,INF760K01JC6/-,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,2024-04-08,Redemption,-112033,0,-3013.26,37.18,,
Pai,119071,INF740K01PX1/-,DSP Midcap Fund - Direct Plan - Growth,2020-10-01,Investment,10000,0.5,151.749,65.895,,
Pai,119071,INF740K01PX1/-,DSP Midcap Fund - Direct Plan - Growth,2020-11-24,Investment,20000,1,276.918,72.22,,
Pai,119071,INF740K01PX1/-,DSP Midcap Fund - Direct Plan - Growth,2020-12-01,Investment,10000,0.5,135.592,73.747,,
Pai,119071,INF740K01PX1/-,DSP Midcap Fund - Direct Plan - Growth,2021-12-08,Redemption,-55559.2,0,-564.259,98.464,,
Pai,118551,INF090I01JR0/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,2020-05-04,Investment,20000,0,511.898,39.0703,,
Pai,118551,INF090I01JR0/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,2020-05-26,Investment,5000,0,118.054,42.3535,,
Pai,118551,INF090I01JR0/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,2020-06-02,Investment,10000,0,229.886,43.4999,,
Pai,118551,INF090I01JR0/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,2020-07-06,Investment,10000,0.5,215.839,46.3286,,
Pai,118551,INF090I01JR0/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,2023-07-10,Redemption,-60351.7,0,-1075.68,56.1058,,
Pai,116633,INF090I01EW1/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Growth,2020-04-16,Investment,5000,0,139.669,35.7989,,
Pai,116633,INF090I01EW1/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Growth,2020-05-26,Redemption,-4988.3,50.39,-127.8,39.4264,,
Pai,116633,INF090I01EW1/-,Franklin U.S. Opportunities Equity Active Fund of Funds - Growth,2020-08-10,Redemption,-530.12,5.36,-11.8691,45.1152,,
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2023-11-28,Investment,65000,3.25,434.813,149.482,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2023-12-11,Investment (SIP),1000,0.05,6.35,157.484,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2023-12-18,Investment (SIP),1000,0.05,6.218,160.805,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2023-12-26,Investment (SIP),1000,0.05,6.281,159.199,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2024-01-01,Investment (SIP),1000,0.05,6.174,161.96,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2024-01-08,Investment (SIP),1000,0.05,6.181,161.787,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2024-01-08,Investment,1000,0.05,6.181,161.787,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2024-01-15,Investment (SIP),1000,0.05,6.033,165.744,236.719,2026-08-07
Pai,118989,INF179K01XQ0/-,HDFC Mid Cap Fund - Growth Option - Direct Plan,2024-01-23,Investment (SIP),1000,0.05,6.139,162.878,236.719,2026-08-07
