Id,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Purchase Exchange Currencies,Type,Accounting,Accounting Execution Ids,Notes,OutgoingCashLink        
2421,Rites Limited,RITES,NSI,India Stocks,INR,,,,,,,,,,,,
2422,Rites Limited,RITES,NSI,India Stocks,INR,19,302.85,6.97,2024-12-09 GMT+0530,12:30:00,,,Buy,,,,
2423,Rites Limited,RITES,NSI,India Stocks,INR,6,299.6,1.86,2024-12-12 GMT+0530,12:30:00,,,Buy,,,,
2424,Rites Limited,RITES,NSI,India Stocks,INR,8,263.9,2.19,2025-01-13 GMT+0530,12:30:00,,,Buy,,,,
2425,Rites Limited,RITES,NSI,India Stocks,INR,62.7,221.4,0,2025-01-31 GMT+0530,19:35:00,,,Dividend,FIFO,,,
2426,Rites Limited,RITES,NSI,India Stocks,INR,15,219,3.41,2025-02-12 GMT+0530,12:36:00,,,Buy,,,,
2427,Rites Limited,RITES,NSI,India Stocks,INR,2,213.84,0.44,2025-03-12 GMT+0530,13:08:00,,,Buy,,,,
2428,Rites Limited,RITES,NSI,India Stocks,INR,4,234.25,0,2025-04-29 GMT+0530,12:27:00,,,Buy,,,,
2429,Rites Limited,RITES,NSI,India Stocks,INR,3,234.22,0,2025-04-29 GMT+0530,12:27:00,,,Buy,,,,
2430,Rites Limited,RITES,NSI,India Stocks,INR,5,234.26,2.92,2025-04-29 GMT+0530,12:27:00,,,Buy,,,,
2431,Rites Limited,RITES,NSI,India Stocks,INR,12,280.2,4.49,2025-06-30 GMT+0530,12:39:00,,,Buy,,,,
2432,Rites Limited,RITES,NSI,India Stocks,INR,14,260.35,4.78,2025-07-29 GMT+0530,18:13:00,,,Buy,,,,
2433,Rites Limited,RITES,NSI,India Stocks,INR,114.4,253.55,0,2025-08-12 GMT+0530,11:58:00,,,Dividend,FIFO,,,
2434,Rites Limited,RITES,NSI,India Stocks,INR,0,247.6,37.94,2025-08-29 GMT+0530,16:38:00,,,Sell All,FIFO,,,
2435,Rites Limited,RITES,NSI,India Stocks,INR,111,248.96,38.83,2025-10-20 GMT+0530,19:39:00,,,Buy,,,,
2436,Rites Limited,RITES,NSI,India Stocks,INR,20,248.95,0,2025-10-20 GMT+0530,19:40:00,,,Buy,,,,
2437,Rites Limited,RITES,NSI,India Stocks,INR,1,246.82,0,2025-10-29 GMT+0530,20:17:00,,,Buy,,,,
2438,Rites Limited,RITES,NSI,India Stocks,INR,9,246.83,3.23,2025-10-29 GMT+0530,20:18:00,,,Buy,,,,
2439,Rites Limited,RITES,NSI,India Stocks,INR,1,246.8,0,2025-10-29 GMT+0530,20:18:00,,,Buy,,,,
2440,Rites Limited,RITES,NSI,India Stocks,INR,284,228.7,0,2025-11-14 GMT+0530,14:54:00,,,Dividend,FIFO,,,
2441,Rites Limited,RITES,NSI,India Stocks,INR,142,228.3,49.23,2025-12-05 GMT+0530,12:47:00,,,Sell,FIFO,,,
2442,Rites Limited,RITES,NSI,India Stocks,INR,58,219.37,15.2,2026-04-20 GMT+0530,16:48:00,,,Buy,,,,
2443,Rec Limited,RECLTD,NSI,India Stocks,INR,,,,,,,,,,,,
2444,Rec Limited,RECLTD,NSI,India Stocks,INR,47,337.65,0,2023-11-13 GMT+0530,12:30:00,,,Buy,,,,
2445,Rec Limited,RECLTD,NSI,India Stocks,INR,47,405.55,0,2023-12-11 GMT+0530,12:30:00,,,Sell,FIFO,,,
2446,Rec Limited,RECLTD,NSI,India Stocks,INR,15,461.95,0,2024-03-05 GMT+0530,12:30:00,,,Buy,,,,
2447,Rec Limited,RECLTD,NSI,India Stocks,INR,15,450.35,0,2024-03-28 GMT+0530,12:30:00,,,Sell,FIFO,,,
2448,Rec Limited,RECLTD,NSI,India Stocks,INR,67.5,0,0,2024-03-28 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2449,Rec Limited,RECLTD,NSI,India Stocks,INR,110,606.25,79.82,2024-07-19 GMT+0530,12:30:00,,,Buy,,,,
2450,Rec Limited,RECLTD,NSI,India Stocks,INR,385,0,0,2024-08-09 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2451,Rec Limited,RECLTD,NSI,India Stocks,INR,6,579.9,4.62,2024-08-12 GMT+0530,12:30:00,,,Buy,,,,
2452,Rec Limited,RECLTD,NSI,India Stocks,INR,13,559.5,8.57,2024-09-12 GMT+0530,12:30:00,,,Buy,,,,
2453,Rec Limited,RECLTD,NSI,India Stocks,INR,4,504.5,2.09,2024-10-07 GMT+0530,12:30:00,,,Buy,,,,
2454,Rec Limited,RECLTD,NSI,India Stocks,INR,8,541.9,5.5,2024-10-14 GMT+0530,12:30:00,,,Buy,,,,
2455,Rec Limited,RECLTD,NSI,India Stocks,INR,564,0,0,2024-11-08 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2456,Rec Limited,RECLTD,NSI,India Stocks,INR,1,514.15,0.53,2024-11-12 GMT+0530,12:30:00,,,Buy,,,,
2457,Rec Limited,RECLTD,NSI,India Stocks,INR,10,557.95,6.79,2024-12-09 GMT+0530,12:30:00,,,Buy,,,,
2458,Rec Limited,RECLTD,NSI,India Stocks,INR,12,564,8.02,2024-12-10 GMT+0530,12:30:00,,,Buy,,,,
2459,Rec Limited,RECLTD,NSI,India Stocks,INR,4,565.35,2.35,2024-12-12 GMT+0530,12:30:00,,,Buy,,,,
2460,Rec Limited,RECLTD,NSI,India Stocks,INR,6,461.75,2.87,2025-01-13 GMT+0530,12:30:00,,,Buy,,,,
2461,Rec Limited,RECLTD,NSI,India Stocks,INR,24,485.35,14.08,2025-01-16 GMT+0530,12:30:00,,,Buy,,,,
2462,Rec Limited,RECLTD,NSI,India Stocks,INR,179,436.45,88.72,2025-01-30 GMT+0530,19:24:00,,,Sell,FIFO,,,
2463,Rec Limited,RECLTD,NSI,India Stocks,INR,0,437.4,16.36,2025-01-30 GMT+0530,19:26:00,,,Sell All,FIFO,,,
2464,Rec Limited,RECLTD,NSI,India Stocks,INR,7,410.3,2.98,2025-02-12 GMT+0530,12:34:00,,,Buy,,,,
2465,Rec Limited,RECLTD,NSI,India Stocks,INR,30.1,413.15,0,2025-02-14 GMT+0530,08:52:00,,,Dividend,FIFO,,,
2466,Rec Limited,RECLTD,NSI,India Stocks,INR,21,400.95,9.73,2025-03-12 GMT+0530,13:06:00,,,Buy,,,,
2467,Rec Limited,RECLTD,NSI,India Stocks,INR,100.8,424.8,0,2025-03-26 GMT+0530,16:39:00,,,Dividend,FIFO,,,
2468,Rec Limited,RECLTD,NSI,India Stocks,INR,6,436.25,2.72,2025-04-29 GMT+0530,12:23:00,,,Buy,,,,
2469,Rec Limited,RECLTD,NSI,India Stocks,INR,1,406.4,0,2025-05-29 GMT+0530,11:55:00,,,Buy,,,,
2470,Rec Limited,RECLTD,NSI,India Stocks,INR,9,406.5,5.22,2025-05-29 GMT+0530,11:56:00,,,Buy,,,,
2471,Rec Limited,RECLTD,NSI,India Stocks,INR,8,403.4,3.35,2025-06-30 GMT+0530,12:37:00,,,Buy,,,,
2472,Rec Limited,RECLTD,NSI,India Stocks,INR,4,394.1,1.64,2025-07-29 GMT+0530,18:09:00,,,Buy,,,,
2473,Rec Limited,RECLTD,NSI,India Stocks,INR,257.6,380.6,0,2025-08-01 GMT+0530,20:23:00,,,Dividend,FIFO,,,
2474,Rec Limited,RECLTD,NSI,India Stocks,INR,145.6,383.7,0,2025-08-14 GMT+0530,14:41:00,,,Dividend,FIFO,,,
2475,Rec Limited,RECLTD,NSI,India Stocks,INR,0,353.3,35.86,2025-08-29 GMT+0530,16:20:00,,,Sell All,FIFO,,,
2476,Rec Limited,RECLTD,NSI,India Stocks,INR,100,378.85,45.3,2026-01-05 GMT+0530,18:46:00,,,Buy,,,,
2477,Rec Limited,RECLTD,NSI,India Stocks,INR,460,0,0,2026-02-06 GMT+0530,18:04:00,,,Dividend,FIFO,,,
2478,Rec Limited,RECLTD,NSI,India Stocks,INR,100,364.1,53.11,2026-02-18 GMT+0530,20:21:00,,,Sell,FIFO,,,
2479,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,,,,,,,,,,,,
2480,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,66,225.85,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2481,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,2,225.8,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
2482,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,6,353.1,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
2483,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,2,351.8,0,2023-04-03 GMT+0530,12:30:00,,,Buy,,,,
2484,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,17,351.75,0,2023-04-03 GMT+0530,12:30:00,,,Buy,,,,
2485,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,2,369.9,0,2023-04-12 GMT+0530,12:30:00,,,Buy,,,,
2486,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,3,405,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
2487,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,392,0,0,2023-08-04 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2488,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,6,663.2,0,2023-09-12 GMT+0530,12:30:00,,,Buy,,,,
2489,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,2,676.75,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
2490,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,2,754,0,2023-11-13 GMT+0530,12:30:00,,,Buy,,,,
2491,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,7,810,0,2024-01-12 GMT+0530,12:30:00,,,Buy,,,,
2492,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,2,1129.95,0,2024-06-12 GMT+0530,12:30:00,,,Buy,,,,
2493,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,14,1130,21.89,2024-06-12 GMT+0530,12:30:00,,,Buy,,,,
2494,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,20,1089.9,27.7,2024-07-12 GMT+0530,12:30:00,,,Buy,,,,
2495,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,1,839.65,0.87,2024-08-12 GMT+0530,12:30:00,,,Buy,,,,
2496,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,912,0,0,2024-08-20 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2497,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,3,827.05,0,2024-09-04 GMT+0530,12:30:00,,,Sell,FIFO,,,
2498,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,22,827,0,2024-09-04 GMT+0530,12:30:00,,,Sell,FIFO,,,
2499,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,108,826.9,131.91,2024-09-04 GMT+0530,12:30:00,,,Sell,FIFO,,,
2500,Sanghvi Movers Ltd,SANGHVIMOV,NSI,India Stocks,INR,19,826.95,0,2024-09-04 GMT+0530,12:30:00,,,Sell,FIFO,,,
2501,Sbi Life Insurance Co Ltd,SBILIFE,NSI,India Stocks,INR,,,,,,,,,,,,
2502,Sbi Life Insurance Co Ltd,SBILIFE,NSI,India Stocks,INR,3,1264.8,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2503,Sbi Life Insurance Co Ltd,SBILIFE,NSI,India Stocks,INR,1,1261.9,0,2022-11-11 GMT+0530,12:30:00,,,Buy,,,,
2504,Sbi Life Insurance Co Ltd,SBILIFE,NSI,India Stocks,INR,1,1256.1,0,2022-12-08 GMT+0530,12:30:00,,,Buy,,,,
2505,Sbi Life Insurance Co Ltd,SBILIFE,NSI,India Stocks,INR,12.5,0,0,2023-03-16 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2506,Sbi Life Insurance Co Ltd,SBILIFE,NSI,India Stocks,INR,5,1338.55,0,2023-10-23 GMT+0530,12:30:00,,,Sell,FIFO,,,
2507,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,,,,,,,,,,,,
2508,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,4,3187.3,0,2023-06-16 GMT+0530,12:30:00,,,Buy,,,,
2509,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,1,3102.3,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2510,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,1,3024.85,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
2511,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,1,3143.95,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
2512,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,7,2845,0,2024-03-05 GMT+0530,12:30:00,,,Sell,FIFO,,,
2513,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,1,4140.8,0,2025-06-02 GMT+0530,17:35:00,,,Buy,,,,
2514,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,7,4140.9,39.37,2025-06-02 GMT+0530,17:35:00,,,Buy,,,,
2515,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,2,3966.8,9.23,2025-06-30 GMT+0530,12:41:00,,,Buy,,,,
2516,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,4,4053,57.39,2025-07-03 GMT+0530,20:00:00,,,Sell,FIFO,,,
2517,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,2,4053.1,0,2025-07-03 GMT+0530,20:01:00,,,Sell,FIFO,,,
2518,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,1,4052.7,0,2025-07-03 GMT+0530,20:01:00,,,Sell,FIFO,,,
2519,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,1,4053.2,0,2025-07-03 GMT+0530,20:01:00,,,Sell,FIFO,,,
2520,Schaeffler India Limited,SCHAEFFLER,NSI,India Stocks,INR,0,4052.8,0,2025-07-03 GMT+0530,20:02:00,,,Sell All,FIFO,,,
2521,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,,,,,,,,,,,,
2522,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,28,572.2,0,2023-05-18 GMT+0530,12:30:00,,,Buy,,,,
2523,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,4,593.05,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2524,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,2,593.6,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2525,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,2,648.9,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
2526,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,14,885.85,0,2023-09-01 GMT+0530,12:30:00,,,Buy,,,,
2527,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,4,787.9,0,2023-09-12 GMT+0530,12:30:00,,,Buy,,,,
2528,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,1,1084.45,0,2023-11-13 GMT+0530,12:30:00,,,Buy,,,,
2529,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,7,1004.55,0,2023-12-12 GMT+0530,12:30:00,,,Buy,,,,
2530,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,1,4295.65,5.47,2024-09-12 GMT+0530,12:30:00,,,Buy,,,,
2531,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,252,0,0,2024-09-23 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2532,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,3,4359.9,15.68,2024-10-07 GMT+0530,12:30:00,,,Buy,,,,
2533,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,330,0,0,2024-11-23 GMT+0530,12:30:00,,,Dividend Reinvest,,,,
2534,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,110,979,0,2025-03-19 GMT+0530,12:57:00,,,Buy,,,,
2535,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,133,978.9,282.15,2025-03-19 GMT+0530,12:57:00,,,Buy,,,,
2536,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,14,850.9,13.12,2025-05-29 GMT+0530,12:00:00,,,Buy,,,,
2537,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,9,863.8,0,2025-07-29 GMT+0530,18:21:00,,,Buy,,,,
2538,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,12,863.9,28.05,2025-07-29 GMT+0530,18:22:00,,,Buy,,,,
2539,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,3,863.85,0,2025-07-29 GMT+0530,18:22:00,,,Buy,,,,
2540,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,18,809.25,17.11,2025-08-29 GMT+0530,16:25:00,,,Buy,,,,
2541,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,695,822.7,0,2025-09-18 GMT+0530,15:57:00,,,Dividend,FIFO,,,
2542,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,10,808.85,9.6,2025-10-29 GMT+0530,20:21:00,,,Buy,,,,
2543,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,51,747.85,0,2025-11-12 GMT+0530,11:59:00,,,Buy,,,,
2544,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,101,747.75,0,2025-11-12 GMT+0530,11:59:00,,,Buy,,,,
2545,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,14,747.7,0,2025-11-12 GMT+0530,12:00:00,,,Buy,,,,
2546,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,126,747.5,298.6,2025-11-12 GMT+0530,12:00:00,,,Buy,,,,
2547,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,1,747,0,2025-11-12 GMT+0530,12:00:00,,,Buy,,,,
2548,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,27,747.3,0,2025-11-12 GMT+0530,12:01:00,,,Buy,,,,
2549,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,16,747.55,0,2025-11-12 GMT+0530,12:01:00,,,Buy,,,,
2550,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,9,676.6,0,2025-12-01 GMT+0530,13:31:00,,,Sell,FIFO,,,
2551,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,220,676.4,0,2025-12-01 GMT+0530,13:31:00,,,Sell,FIFO,,,
2552,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,494,676.35,746.21,2025-12-01 GMT+0530,13:31:00,,,Sell,FIFO,,,
2553,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,96,676.5,0,2025-12-01 GMT+0530,13:32:00,,,Sell,FIFO,,,
2554,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,13,676.45,0,2025-12-01 GMT+0530,13:32:00,,,Sell,FIFO,,,
2555,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,60,676.8,0,2025-12-01 GMT+0530,13:33:00,,,Sell,FIFO,,,
2556,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,67,676.85,0,2025-12-01 GMT+0530,13:33:00,,,Sell,FIFO,,,
2557,Shakti Pumps (i) Ltd,SHAKTIPUMP,NSI,India Stocks,INR,82,676.65,0,2025-12-01 GMT+0530,13:34:00,,,Sell,FIFO,,,
2558,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,,,,,,,,,,,,
2559,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,4,362.15,0,2023-05-03 GMT+0530,12:30:00,,,Buy,,,,
2560,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,3,374.7,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
2561,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,2,434.9,0,2023-06-12 GMT+0530,12:30:00,,,Buy,,,,
2562,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,4,462.8,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2563,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,2,463,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2564,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,30,0,0,2023-07-14 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2565,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,1,456.25,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
2566,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,3,456.35,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
2567,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,2,442.05,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
2568,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,2,442.15,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
2569,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,8,441.9,0,2023-10-14 GMT+0530,12:30:00,,,Buy,,,,
2570,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,93,0,0,2024-02-09 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2571,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,62,0,0,2024-07-19 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2572,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,4,529.65,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
2573,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,2,529.6,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
2574,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,4,529.55,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
2575,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,11,530.05,32.38,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
2576,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,7,529.8,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
2577,Shanthi Gears Ltd,SHANTIGEAR,NSI,India Stocks,INR,3,529.7,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
2578,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,,,,,,,,,,,,
2579,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,7,460.35,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2580,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,14,460.1,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2581,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,6,460,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2582,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,21,460.4,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2583,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,6,459.95,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
2584,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,1,460.5,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
2585,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,2,460.45,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
2586,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,4,416.95,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
2587,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,7,396.8,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
2588,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,4,396.85,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
2589,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,1,396.9,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
2590,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,1,425.2,0,2023-02-13 GMT+0530,12:30:00,,,Buy,,,,
2591,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,37,0,0,2023-02-20 GMT+0530,12:30:00,,,Dividend,FIFO,,,
2592,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,3,396.15,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
2593,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,2,396.1,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
2594,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,4,395.95,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
2595,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,11,389.8,0,2023-03-14 GMT+0530,12:30:00,,,Buy,,,,
2596,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,6,520.5,0,2023-05-03 GMT+0530,12:30:00,,,Buy,,,,
2597,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,9,512.65,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
2598,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,4,513.7,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
2599,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,2,640,0,2023-06-12 GMT+0530,12:30:00,,,Buy,,,,
2600,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,5,686.45,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2601,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,3,686.15,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
2602,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,2,531.6,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
2603,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,11,537.7,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
2604,Shivalik Bimetal Con. Ltd,SBCL,NSI,India Stocks,INR,16,537.6,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
