Id,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Purchase Exchange Currencies,Type,Accounting,Accounting Execution Ids,Notes,OutgoingCashLink        
1,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,,,,,,,,,,,,
2,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,16,459.7,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
3,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,1,473.4,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
4,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,1,452.65,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
5,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,1,448.85,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
6,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,19,0,0,2023-02-08 GMT+0530,12:30:00,,,Dividend,FIFO,,,
7,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,16,336.35,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
8,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,1,900,0,2023-08-24 GMT+0530,12:30:00,,,Sell,FIFO,,,
9,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,34,0,0,2024-02-06 GMT+0530,12:30:00,,,Dividend,FIFO,,,
10,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,14,483.55,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
11,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,5,483.45,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
12,Aarti Drugs Ltd.,AARTIDRUGS,NSI,India Stocks,INR,15,483.5,17.05,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
13,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,,,,,,,,,,,,
14,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,71,382.15,0,2023-10-23 GMT+0530,12:30:00,,,Buy,,,,
15,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,142,0,0,2024-02-16 GMT+0530,12:30:00,,,Dividend,FIFO,,,
16,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,71,0,0,2024-07-31 GMT+0530,12:30:00,,,Dividend,FIFO,,,
17,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,177.5,740,0,2025-02-14 GMT+0530,15:10:00,,,Dividend,FIFO,,,
18,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,177.5,829.1,0,2025-09-15 GMT+0530,23:32:00,,,Dividend,FIFO,,,
19,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,19,753.3,0,2025-11-11 GMT+0530,18:08:00,,,Sell,FIFO,,,
20,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,22,753.25,70.83,2025-11-11 GMT+0530,18:12:00,,,Sell,FIFO,,,
21,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,19,753.35,0,2025-11-11 GMT+0530,18:12:00,,,Sell,FIFO,,,
22,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,2,753.55,0,2025-11-11 GMT+0530,18:13:00,,,Sell,FIFO,,,
23,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,4,753.6,0,2025-11-11 GMT+0530,18:13:00,,,Sell,FIFO,,,
24,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,1,753.65,0,2025-11-11 GMT+0530,18:13:00,,,Sell,FIFO,,,
25,Aarti Pharmalabs Limited,AARTIPHARM,NSI,India Stocks,INR,4,753.4,0,2025-11-11 GMT+0530,18:14:00,,,Sell,FIFO,,,
26,Hitachi Energy India Ltd,POWERINDIA,NSI,India Stocks,INR,,,,,,,,,,,,
27,Hitachi Energy India Ltd,POWERINDIA,NSI,India Stocks,INR,5,3238.95,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
28,Hitachi Energy India Ltd,POWERINDIA,NSI,India Stocks,INR,5,3374.9,0,2023-03-14 GMT+0530,12:30:00,,,Sell,FIFO,,,
29,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,,,,,,,,,,,,
30,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,5,433.95,0,2023-05-03 GMT+0530,12:30:00,,,Buy,,,,
31,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,2,450.8,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
32,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,3,488.7,0,2023-06-12 GMT+0530,12:30:00,,,Buy,,,,
33,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,3,606.2,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
34,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,1,779.85,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
35,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,14,0,0,2023-08-17 GMT+0530,12:30:00,,,Dividend,FIFO,,,
36,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,4,688,0,2023-09-12 GMT+0530,12:30:00,,,Buy,,,,
37,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,1,718.15,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
38,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,5,719.9,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
39,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,24,1374.8,49.67,2024-07-19 GMT+0530,12:30:00,,,Sell,FIFO,,,
40,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,21,972.7,24.36,2025-11-25 GMT+0530,14:39:00,,,Buy,,,,
41,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,3,871.2,2.71,2026-02-23 GMT+0530,20:05:00,,,Buy,,,,
42,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,24,841.8,36.3,2026-03-12 GMT+0530,14:17:00,,,Sell,FIFO,,,
43,Action Const Equip Ltd,ACE,NSI,India Stocks,INR,14,915.55,15.3,2026-04-20 GMT+0530,16:03:00,,,Buy,,,,
44,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,,,,,,,,,,,,
45,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,5,689.8,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
46,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,20,689.9,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
47,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,1,652.35,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
48,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,3,574.8,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
49,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,7,414.1,0,2023-02-13 GMT+0530,12:30:00,,,Buy,,,,
50,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,36,448.55,0,2023-03-13 GMT+0530,12:30:00,,,Sell,FIFO,,,
51,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,50,260,15.49,2025-10-20 GMT+0530,18:31:00,,,Buy,,,,
52,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,2,270,0.64,2025-10-29 GMT+0530,18:46:00,,,Buy,,,,
53,Awl Agri Business Limited,AWL,NSI,India Stocks,INR,52,264.6,29.61,2025-11-25 GMT+0530,14:42:00,,,Sell,FIFO,,,
54,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,,,,,,,,,,,,
55,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,2,1074.05,0,2023-05-03 GMT+0530,12:30:00,,,Buy,,,,
56,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1172.35,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
57,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1177.9,0,2023-06-12 GMT+0530,12:30:00,,,Buy,,,,
58,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,2,1267.65,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
59,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1266.75,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
60,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,122.5,0,0,2023-08-02 GMT+0530,12:30:00,,,Dividend,FIFO,,,
61,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1111.45,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
62,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,2,1112,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
63,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1094.85,0,2023-09-12 GMT+0530,12:30:00,,,Buy,,,,
64,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1130.5,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
65,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,222,0,0,2024-05-15 GMT+0530,12:30:00,,,Dividend,FIFO,,,
66,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,10,1155,29.72,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
67,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1154.15,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
68,Ador Welding Ltd,ADORWELD,NSI,India Stocks,INR,1,1154.2,0,2024-12-16 GMT+0530,12:30:00,,,Sell,FIFO,,,
69,Aia Engineering Limited,AIAENG,NSI,India Stocks,INR,,,,,,,,,,,,
70,Aia Engineering Limited,AIAENG,NSI,India Stocks,INR,2,2623.95,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
71,Aia Engineering Limited,AIAENG,NSI,India Stocks,INR,32,0,0,2023-09-12 GMT+0530,12:30:00,,,Dividend,FIFO,,,
72,Aia Engineering Limited,AIAENG,NSI,India Stocks,INR,32,0,0,2024-08-20 GMT+0530,12:30:00,,,Dividend,FIFO,,,
73,Aia Engineering Limited,AIAENG,NSI,India Stocks,INR,1,3854,8,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
74,Aia Engineering Limited,AIAENG,NSI,India Stocks,INR,1,3853.95,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
75,Angel One Limited,ANGELONE,NSI,India Stocks,INR,,,,,,,,,,,,
76,Angel One Limited,ANGELONE,NSI,India Stocks,INR,5,2651.15,0,2023-11-02 GMT+0530,12:30:00,,,Buy,,,,
77,Angel One Limited,ANGELONE,NSI,India Stocks,INR,1,2735,0,2023-11-13 GMT+0530,12:30:00,,,Buy,,,,
78,Angel One Limited,ANGELONE,NSI,India Stocks,INR,6,3063.05,0,2023-12-01 GMT+0530,12:30:00,,,Sell,FIFO,,,
79,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,,,,,,,,,,,,
80,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,12,1475.85,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
81,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,1,1428.85,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
82,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,1,1502.8,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
83,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,3,2290.5,0,2023-03-14 GMT+0530,12:30:00,,,Sell,FIFO,,,
84,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,1,2604,0,2023-04-03 GMT+0530,12:30:00,,,Buy,,,,
85,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,2,2645,0,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
86,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,560,0,0,2023-08-04 GMT+0530,12:30:00,,,Dividend,FIFO,,,
87,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,3,5134.2,0,2023-11-02 GMT+0530,12:30:00,,,Sell,FIFO,,,
88,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,10,5134.9,0,2023-11-02 GMT+0530,12:30:00,,,Sell,FIFO,,,
89,Apar Industries Ltd.,APARINDS,NSI,India Stocks,INR,1,5134.85,0,2023-11-02 GMT+0530,12:30:00,,,Sell,FIFO,,,
90,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,,,,,,,,,,,,
91,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,182,78.9,0,2022-11-23 GMT+0530,12:30:00,,,Buy,,,,
92,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,7,80.5,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
93,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,16,72,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
94,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,2,67.6,0,2023-02-13 GMT+0530,12:30:00,,,Buy,,,,
95,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,37,65.45,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
96,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,26,65.55,0,2023-03-13 GMT+0530,12:30:00,,,Buy,,,,
97,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,121.5,0,0,2023-07-14 GMT+0530,12:30:00,,,Dividend,FIFO,,,
98,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,121.5,0,0,2024-07-05 GMT+0530,12:30:00,,,Dividend,FIFO,,,
99,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,8,221.05,0,2025-03-03 GMT+0530,18:00:00,,,Sell,FIFO,,,
100,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,58,221.2,0,2025-03-03 GMT+0530,18:02:00,,,Sell,FIFO,,,
101,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,51,221.15,0,2025-03-03 GMT+0530,18:02:00,,,Sell,FIFO,,,
102,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,60,221.1,0,2025-03-03 GMT+0530,18:02:00,,,Sell,FIFO,,,
103,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,1,221.3,0,2025-03-03 GMT+0530,18:03:00,,,Sell,FIFO,,,
104,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,91,221.25,77.77,2025-03-03 GMT+0530,18:03:00,,,Sell,FIFO,,,
105,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,1,221.35,0,2025-03-03 GMT+0530,18:04:00,,,Sell,FIFO,,,
106,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,270,254.95,81.41,2025-03-21 GMT+0530,12:10:00,,,Buy,,,,
107,Artemis Med Service Ltd,ARTEMISMED,NSI,India Stocks,INR,0,240.55,83.24,2025-05-08 GMT+0530,18:06:00,,,Sell All,FIFO,,,
108,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,,,,,,,,,,,,
109,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,4,282.45,0,2023-05-03 GMT+0530,12:30:00,,,Buy,,,,
110,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,2,282.4,0,2023-05-03 GMT+0530,12:30:00,,,Buy,,,,
111,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,4,280.75,1.05,2023-05-12 GMT+0530,12:30:00,,,Buy,,,,
112,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,2,315.4,0,2023-06-12 GMT+0530,12:30:00,,,Buy,,,,
113,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,1,315.45,0,2023-06-12 GMT+0530,12:30:00,,,Buy,,,,
114,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,5,346.9,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
115,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,3,346.95,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
116,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,2,304.75,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
117,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,8,304.5,0,2023-08-14 GMT+0530,12:30:00,,,Buy,,,,
118,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,31,0,0,2023-09-01 GMT+0530,12:30:00,,,Dividend,FIFO,,,
119,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,1,324.9,0,2023-09-12 GMT+0530,12:30:00,,,Buy,,,,
120,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,2,329,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
121,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,42.5,0,0,2024-08-09 GMT+0530,12:30:00,,,Dividend,FIFO,,,
122,Arvind Fashions Limited,ARVINDFASN,NSI,India Stocks,INR,34,501.1,33.01,2025-01-15 GMT+0530,12:30:00,,,Sell,FIFO,,,
123,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,,,,,,,,,,,,
124,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,34,297.5,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
125,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,8,297.45,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
126,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,3,292.7,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
127,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,4,267.75,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
128,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,2,260.6,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
129,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,3,221.9,0,2023-02-13 GMT+0530,12:30:00,,,Buy,,,,
130,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,32,186.6,0,2023-03-13 GMT+0530,12:30:00,,,Sell,FIFO,,,
131,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,12,186.65,0,2023-03-13 GMT+0530,12:30:00,,,Sell,FIFO,,,
132,Asahi Songwon Color Ltd,ASAHISONG,NSI,India Stocks,INR,10,186.7,0,2023-03-13 GMT+0530,12:30:00,,,Sell,FIFO,,,
133,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,,,,,,,,,,,,
134,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,2,3139.05,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
135,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,8.8,0,0,2022-10-31 GMT+0530,12:30:00,,,Dividend,FIFO,,,
136,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,1,2905.95,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
137,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,1,2792.65,0,2023-04-12 GMT+0530,12:30:00,,,Buy,,,,
138,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,85,0,0,2023-06-09 GMT+0530,12:30:00,,,Dividend,FIFO,,,
139,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,1,3396.5,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
140,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,1,3156.7,0,2023-10-12 GMT+0530,12:30:00,,,Buy,,,,
141,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,31,0,0,2023-11-03 GMT+0530,12:30:00,,,Dividend,FIFO,,,
142,Asian Paints Limited,ASIANPAINT,NSI,India Stocks,INR,6,2828.4,0,2024-03-05 GMT+0530,12:30:00,,,Sell,FIFO,,,
143,Astec Lifesciences Ltd,ASTEC,NSI,India Stocks,INR,,,,,,,,,,,,
144,Astec Lifesciences Ltd,ASTEC,NSI,India Stocks,INR,1,2167.95,0,2022-11-23 GMT+0530,12:30:00,,,Buy,,,,
145,Astec Lifesciences Ltd,ASTEC,NSI,India Stocks,INR,1,2167.9,0,2022-11-23 GMT+0530,12:30:00,,,Buy,,,,
146,Astec Lifesciences Ltd,ASTEC,NSI,India Stocks,INR,3,0,0,2023-07-21 GMT+0530,12:30:00,,,Dividend,FIFO,,,
147,Astec Lifesciences Ltd,ASTEC,NSI,India Stocks,INR,2,1229.45,0,2023-10-23 GMT+0530,12:30:00,,,Sell,FIFO,,,
148,Aster Dm Quality Care Ltd,ASTERDM,NSI,India Stocks,INR,,,,,,,,,,,,
149,Aster Dm Quality Care Ltd,ASTERDM,NSI,India Stocks,INR,12,248.8,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
150,Aster Dm Quality Care Ltd,ASTERDM,NSI,India Stocks,INR,2,259.5,0,2022-11-02 GMT+0530,12:30:00,,,Buy,,,,
151,Aster Dm Quality Care Ltd,ASTERDM,NSI,India Stocks,INR,2,232.65,0,2022-12-01 GMT+0530,12:30:00,,,Buy,,,,
152,Aster Dm Quality Care Ltd,ASTERDM,NSI,India Stocks,INR,16,330.1,0,2023-10-23 GMT+0530,12:30:00,,,Sell,FIFO,,,
153,Astral Limited,ASTRAL,NSI,India Stocks,INR,,,,,,,,,,,,
154,Astral Limited,ASTRAL,NSI,India Stocks,INR,3,2024.7,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
155,Astral Limited,ASTRAL,NSI,India Stocks,INR,3.75,0,0,2022-11-18 GMT+0530,12:30:00,,,Dividend,FIFO,,,
156,Astral Limited,ASTRAL,NSI,India Stocks,INR,1,2073.5,0,2023-01-12 GMT+0530,12:30:00,,,Buy,,,,
157,Astral Limited,ASTRAL,NSI,India Stocks,INR,1,1915.65,0,2023-02-13 GMT+0530,12:30:00,,,Buy,,,,
158,Astral Limited,ASTRAL,NSI,India Stocks,INR,947.6,0,0,2023-03-14 GMT+0530,12:30:00,,,Dividend,FIFO,,,
159,Astral Limited,ASTRAL,NSI,India Stocks,INR,1,0,0,2023-03-14 GMT+0530,12:30:00,,,Dividend Reinvest,,,,
160,Astral Limited,ASTRAL,NSI,India Stocks,INR,1,1441.45,0,2023-04-12 GMT+0530,12:30:00,,,Buy,,,,
161,Astral Limited,ASTRAL,NSI,India Stocks,INR,2,1838.4,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
162,Astral Limited,ASTRAL,NSI,India Stocks,INR,2,1839.25,0,2023-07-13 GMT+0530,12:30:00,,,Buy,,,,
163,Astral Limited,ASTRAL,NSI,India Stocks,INR,24.75,0,0,2023-08-04 GMT+0530,12:30:00,,,Dividend,FIFO,,,
164,Astral Limited,ASTRAL,NSI,India Stocks,INR,16.5,0,0,2023-10-27 GMT+0530,12:30:00,,,Dividend,FIFO,,,
165,Astral Limited,ASTRAL,NSI,India Stocks,INR,24.75,0,0,2024-08-16 GMT+0530,12:30:00,,,Dividend,FIFO,,,
166,Astral Limited,ASTRAL,NSI,India Stocks,INR,4,1774.2,20.4,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
167,Astral Limited,ASTRAL,NSI,India Stocks,INR,2,1774.5,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
168,Astral Limited,ASTRAL,NSI,India Stocks,INR,3,1774.1,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
169,Astral Limited,ASTRAL,NSI,India Stocks,INR,2,1775,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
170,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,,,,,,,,,,,,
171,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,24,523.95,0,2022-10-24 GMT+0530,12:30:00,,,Buy,,,,
172,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,24,465.25,0,2022-11-14 GMT+0530,12:30:00,,,Sell,FIFO,,,
173,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,5,881.95,0,2023-10-23 GMT+0530,12:30:00,,,Buy,,,,
174,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,3,857.6,0,2023-11-02 GMT+0530,12:30:00,,,Sell,FIFO,,,
175,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,2,857.65,0,2023-11-02 GMT+0530,12:30:00,,,Sell,FIFO,,,
176,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,10,1093.2,0,2024-01-02 GMT+0530,12:30:00,,,Buy,,,,
177,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,2,1093.3,0,2024-01-12 GMT+0530,12:30:00,,,Buy,,,,
178,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,14,1070.75,0,2024-02-01 GMT+0530,12:30:00,,,Buy,,,,
179,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,3,1017.55,0,2024-02-12 GMT+0530,12:30:00,,,Buy,,,,
180,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,43.5,0,0,2024-02-20 GMT+0530,12:30:00,,,Dividend,FIFO,,,
181,Aurobindo Pharma Ltd,AUROPHARMA,NSI,India Stocks,INR,29,1087.4,0,2024-03-05 GMT+0530,12:30:00,,,Sell,FIFO,,,
182,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,,,,,,,,,,,,
183,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,442,436,0,2023-04-17 GMT+0530,12:30:00,,,Buy,,,,
184,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,4,567.05,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
185,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,101,567.1,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
186,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,33,567.15,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
187,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,104,567.2,262.36,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
188,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,75,567.25,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
189,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,18,567.3,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
190,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,18,567.35,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
191,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,10,567.4,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
192,Avalon Technologies Ltd,AVALON,NSI,India Stocks,INR,1,567.45,0,2024-10-29 GMT+0530,12:30:00,,,Sell,FIFO,,,
