Portfolio Name,Symbol,ISIN,Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction Price,Price,Date
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-05-03,Purchase,1145.9,0,2,572.95,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-05-12,Purchase,613.05,0,1,613.05,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-06-12,Purchase,1283.9,0,2,641.95,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-07-13,Purchase,645.35,0,1,645.35,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-07-13,Purchase,1291.7,0,2,645.85,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-07-14,Dividend,40,0,0,0,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-08-14,Purchase,729.45,0,1,729.45,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-08-17,Purchase,6112,0,8,764,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-09-12,Purchase,1559.7,0,2,779.85,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2023-10-12,Purchase,803.75,0,1,803.75,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2024-02-02,Dividend,80,0,0,0,,
Pai,CONTROLPR,INE663B01015,Control Print Limited,2024-07-15,Sale,-16255.7,32.29,-20,814.4,,
Pai,COROMANDEL,INE169A01031,Coromandel International Limited,2022-10-24,Purchase,2996.7,0,3,998.9,,
Pai,COROMANDEL,INE169A01031,Coromandel International Limited,2022-11-02,Purchase,984.3,0,1,984.3,,
Pai,COROMANDEL,INE169A01031,Coromandel International Limited,2022-11-11,Sale,-2797.35,0,-3,932.45,,
Pai,COROMANDEL,INE169A01031,Coromandel International Limited,2022-11-11,Sale,-932.5,0,-1,932.5,,
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2024-04-01,Purchase,36193.2,0,12,3016.1,5426,2026-08-07
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2024-04-12,Purchase,3063.95,0,1,3063.95,5426,2026-08-07
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2024-05-03,Sale,-37406.6,0,-11,3400.6,5426,2026-08-07
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2024-05-03,Sale,-6801.9,0,-2,3400.95,5426,2026-08-07
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2025-11-03,Purchase,61487.9,72.71,14,4386.8,5426,2026-08-07
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2025-11-17,Purchase,4304.46,5.46,1,4299,5426,2026-08-07
Pai,CUMMINSIND,INE298A01020,Cummins India Limited,2026-02-11,Dividend,300,0,0,0,5426,2026-08-07
Pai,CYIENT,INE136B01020,Cyient Limited,2023-10-23,Purchase,1662.45,0,1,1662.45,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-10-23,Purchase,6651.4,0,4,1662.85,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-10-23,Purchase,19435.2,0,12,1619.6,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-11-01,Dividend,204,0,0,0,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-11-13,Purchase,1676.65,0,1,1676.65,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-12-01,Purchase,1993,0,1,1993,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-12-01,Purchase,1995.25,0,1,1995.25,,
Pai,CYIENT,INE136B01020,Cyient Limited,2023-12-12,Purchase,3952.4,0,2,1976.2,,
Pai,CYIENT,INE136B01020,Cyient Limited,2024-01-02,Purchase,2319,0,1,2319,,
Pai,CYIENT,INE136B01020,Cyient Limited,2024-01-12,Purchase,4485.6,0,2,2242.8,,
Pai,CYIENT,INE136B01020,Cyient Limited,2024-02-01,Sale,-23227.2,0,-12,1935.6,,
Pai,CYIENT,INE136B01020,Cyient Limited,2024-06-21,Dividend,234,0,0,0,,
Pai,CYIENT,INE136B01020,Cyient Limited,2024-11-06,Dividend,156,0,0,0,,
Pai,CYIENT,INE136B01020,Cyient Limited,2024-12-16,Sale,-27229.1,43.63,-13,2097.9,,
Pai,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,2025-11-18,Purchase,1592.7,0,1,1592.7,1025.5,2026-03-20
Pai,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,2025-11-18,Purchase,1591.8,0,1,1591.8,1025.5,2026-03-20
Pai,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,2025-11-18,Purchase,9581.03,25.13,6,1592.65,1025.5,2026-03-20
Pai,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,2025-11-18,Purchase,7964.75,0,5,1592.95,1025.5,2026-03-20
Pai,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,2026-03-12,Sale,-6100.2,0,-6,1016.7,1025.5,2026-03-20
Pai,DPABHUSHAN,INE266Y01019,D. P. Abhushan Limited,2026-03-12,Sale,-7089.25,29.05,-7,1016.9,1025.5,2026-03-20
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2022-10-24,Purchase,16245,0,50,324.9,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2022-11-02,Purchase,330.4,0,1,330.4,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2022-12-01,Purchase,707,0,2,353.5,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2023-01-12,Purchase,1112.55,0,3,370.85,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2023-02-15,Dividend,168,0,0,0,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2023-03-13,Sale,-5237.25,0,-15,349.15,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2023-03-13,Sale,-8031.6,0,-23,349.2,342.05,2026-05-22
Pai,DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,2023-03-13,Sale,-6283.8,0,-18,349.1,342.05,2026-05-22
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2021-12-23,Purchase,14625,0,25,585,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2022-08-29,Dividend,87.5,0,0,0,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2023-08-02,Dividend,112.5,0,0,0,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2024-07-23,Dividend,162.5,0,0,0,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2025-03-03,Sale,-5629,0,-4,1407.25,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2025-03-03,Sale,-29503.3,52.12,-21,1407.4,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2026-02-10,Purchase,11623.8,0,4,2905.95,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2026-02-10,Purchase,11651.3,27.3,4,2906,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2026-07-20,Sale,-4045,0,-1,4045,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2026-07-20,Sale,-4042.75,0,-1,4042.75,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2026-07-20,Sale,-4042.8,0,-1,4042.8,4243.9,2026-07-21
Pai,DATAPATTNS,INE0IX101010,Data Patterns (India) Limited,2026-07-20,Sale,-20164.2,49.09,-5,4042.65,4243.9,2026-07-21
Pai,DEEDEV,INE841L01016,DEE Development Engineers Limited,2026-02-10,Purchase,16280.4,18.87,75,216.82,629.7,2026-08-07
Pai,DYCL,INE600Y01019,Dynamic Cables Limited,2026-06-22,Purchase,20129.3,24.02,55,365.55,401.9,2026-08-07
Pai,DYCL,INE600Y01019,Dynamic Cables Limited,2026-07-10,Dividend,27.5,0,0,0,401.9,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2023-10-23,Purchase,5818.95,0,3,1939.65,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2024-09-06,Dividend,3,0,0,0,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2025-03-03,Sale,-8250.31,23.99,-3,2758.1,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2026-05-20,Purchase,10908.8,0,7,1558.4,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2026-05-20,Purchase,10909.1,0,7,1558.45,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2026-05-20,Purchase,20317,55.88,13,1558.55,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2026-05-20,Purchase,4675.8,0,3,1558.6,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2026-05-25,Purchase,9527.24,18.44,6,1584.8,1769.1,2026-08-07
Pai,ECLERX,INE738I01010,eClerx Services Limited,2026-05-25,Purchase,6339.6,0,4,1584.9,1769.1,2026-08-07
Pai,EDELWEISS,INE532F01054,Edelweiss Financial Services Limited,2026-02-11,Purchase,12423.9,14.87,100,124.09,104.7,2026-03-20
Pai,EDELWEISS,INE532F01054,Edelweiss Financial Services Limited,2026-03-12,Sale,-850.4,0,-8,106.3,104.7,2026-03-20
Pai,EDELWEISS,INE532F01054,Edelweiss Financial Services Limited,2026-03-12,Sale,-9757.74,26.46,-92,106.35,104.7,2026-03-20
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2022-10-28,Purchase,1184.3,0,2,592.15,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2022-11-01,Purchase,1844.7,0,3,614.9,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2022-11-02,Purchase,1225.4,0,2,612.7,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2022-11-22,Dividend,38.5,0,0,0,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2022-12-01,Purchase,1196.2,0,2,598.1,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2023-04-21,Dividend,36,0,0,0,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2023-10-23,Sale,-936.2,0,-2,468.1,,
Pai,EIDPARRY,INE126A01031,EID Parry India Limited,2023-10-23,Sale,-3276.35,0,-7,468.05,,
Pai,EIHOTEL,INE230A01023,EIH Limited,2024-04-01,Purchase,5225,0,11,475,,
Pai,EIHOTEL,INE230A01023,EIH Limited,2024-04-12,Purchase,480.1,0,1,480.1,,
Pai,EIHOTEL,INE230A01023,EIH Limited,2024-05-03,Purchase,5165.6,0,11,469.6,,
Pai,EIHOTEL,INE230A01023,EIH Limited,2024-07-12,Purchase,424.89,0.44,1,424.45,,
Pai,EIHOTEL,INE230A01023,EIH Limited,2024-07-16,Sale,-9948.65,25.75,-24,415.6,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-05-03,Purchase,1730.8,0,8,216.35,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-05-12,Purchase,492,0,2,246,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-06-09,Dividend,10,0,0,0,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-06-12,Purchase,1130.2,0,4,282.55,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-07-13,Purchase,1449.6,0,4,362.4,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-08-14,Purchase,827.95,0,2,413.98,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-08-14,Purchase,828.75,0,2,414.38,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-09-12,Purchase,1593.2,0,4,398.3,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-10-12,Purchase,830.8,0,2,415.4,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2023-10-31,Dividend,14,0,0,0,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2024-06-14,Dividend,28,0,0,0,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2024-10-28,Dividend,14,0,0,0,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-03-03,Sale,-407.95,0,-1,407.95,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-03-03,Sale,-2040,0,-5,408,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-03-03,Sale,-4080.5,0,-10,408.05,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-03-03,Sale,-4870.61,27.19,-12,408.15,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-03-21,Purchase,12163.8,14.6,28,433.9,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-06-13,Dividend,42,0,0,0,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-08-01,Sale,-10240.7,31.92,-18,570.7,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-08-01,Sale,-1712.25,0,-3,570.75,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-08-01,Sale,-1711.8,0,-3,570.6,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-08-01,Sale,-1711.95,0,-3,570.65,,
Pai,ELECON,INE205B01023,Elecon Engineering Company Limited,2025-08-01,Sale,-570.8,0,-1,570.8,,
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-06-12,Purchase,8617.92,0,24,359.08,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-06-12,Purchase,1080.3,1.2,3,359.7,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-06-12,Purchase,1436.24,0,4,359.06,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-06-12,Purchase,30571,48.31,85,359.09,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-07-12,Purchase,2526.2,2.63,7,360.51,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-08-02,Dividend,678.34,0,0,0,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-08-12,Purchase,2661.51,2.77,7,379.82,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-09-12,Purchase,1960.54,2.04,5,391.7,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-10-14,Purchase,6636.52,7.88,17,389.92,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-10-29,Dividend,872.02,0,0,0,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2024-11-12,Purchase,3111.06,3.22,8,388.48,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2025-02-01,Dividend,935.68,0,0,0,442.48,2026-04-16
Pai,EMBASSY,INE041025011,Embassy Office Parks REIT,2025-03-24,Sale,-56933.5,74.48,-160,356.3,442.48,2026-04-16
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-11-20,Purchase,48201.9,0,213,226.3,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-11-20,Purchase,68073.5,177.46,300,226.32,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-11-20,Purchase,11767.1,0,52,226.29,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-11-20,Purchase,22178.4,0,98,226.31,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-12-19,Sale,-11520.3,0,-66,174.55,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-12-19,Sale,-55863.1,135.36,-321,174.45,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2025-12-19,Sale,-48162,0,-276,174.5,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-04-15,Purchase,28247.9,44.84,116,243.13,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-04-15,Purchase,9239.32,0,38,243.14,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-05-22,Purchase,2104.98,2.18,8,262.85,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-07-22,Purchase,1915.99,1.99,6,319,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-08-04,Purchase,21467.5,30.88,67,319.95,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-08-04,Purchase,1279.2,0,4,319.8,318.9,2026-08-07
Pai,EMMVEE,INE1C6T01020,Emmvee Photovoltaic Power Limited,2026-08-04,Purchase,3199,0,10,319.9,318.9,2026-08-07
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-09,Purchase,11942.8,0,4,2985.7,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-09,Purchase,2985.8,0,1,2985.8,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-09,Purchase,20956.9,53.47,7,2986.2,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-09,Purchase,2986.4,0,1,2986.4,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-09,Purchase,2986.5,0,1,2986.5,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-09,Purchase,2985.5,0,1,2985.5,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-09-29,Purchase,5586.39,6.79,2,2789.8,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-10-29,Purchase,2883.82,3.42,1,2880.4,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-11-03,Sale,-5732.2,0,-2,2866.1,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-11-03,Sale,-8595.6,0,-3,2865.2,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-11-03,Sale,-5732,0,-2,2866,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-11-03,Sale,-14328,0,-5,2865.6,,
Pai,ENDURANCE,INE913H01037,Endurance Technologies Limited,2025-11-03,Sale,-17121.2,68.85,-6,2865,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2023-10-23,Purchase,334.35,0,3,111.45,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2023-11-02,Sale,-317.7,0,-3,105.9,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2024-01-02,Purchase,1413.5,0,11,128.5,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2024-01-12,Purchase,138.95,0,1,138.95,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2024-02-01,Sale,-1679.4,0,-12,139.95,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2024-04-01,Purchase,4466.4,0,24,186.1,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2024-04-12,Purchase,198.6,0,1,198.6,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2024-06-03,Purchase,5643.2,0,32,176.35,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2025-10-29,Purchase,16549.8,19.75,50,330.6,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2025-11-11,Sale,-4831.2,0,-16,301.95,,
Pai,ETERNAL,INE758T01015,Eternal Limited,2025-11-11,Sale,-27432.9,49.12,-91,302,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2022-10-24,Purchase,11534.4,0,72,160.2,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2022-12-01,Purchase,378.5,0,2,189.25,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2023-08-01,Dividend,148,0,0,0,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-07-19,Purchase,46728.2,78.75,84,555.35,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-07-19,Purchase,19430.2,0,35,555.15,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-07-22,Dividend,386,0,0,0,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-08-12,Purchase,1489.1,1.55,3,495.85,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-09-12,Purchase,951.49,0.99,2,475.25,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-10-07,Purchase,1937.41,2.01,4,483.85,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-11-12,Purchase,2159.74,2.24,5,431.5,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-12-10,Purchase,7976.4,0,17,469.2,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-12-10,Purchase,16453.1,29.31,35,469.25,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2024-12-12,Purchase,1400.65,1.45,3,466.4,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2025-01-15,Sale,-68071.8,119.99,-178,383.1,,
Pai,EXIDEIND,INE302A01020,Exide Industries Limited,2025-01-15,Sale,-32184.6,0,-84,383.15,,
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-20,Purchase,3811.25,0,5,762.25,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-20,Purchase,762.3,0,1,762.3,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-20,Purchase,6114.24,15.44,8,762.35,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-20,Purchase,762.4,0,1,762.4,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-20,Purchase,762.6,0,1,762.6,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-20,Purchase,762.65,0,1,762.65,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-29,Sale,-12716.4,31.94,-17,749.9,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-10-29,Purchase,1500.43,0.63,2,749.9,563.6,2026-04-16
Pai,FAIRCHEMOR,INE0DNW01011,Fairchem Organics Limited,2025-11-03,Sale,-1485.89,16.91,-2,751.4,563.6,2026-04-16
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2022-10-24,Purchase,4756.35,0,3,1585.45,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2022-10-24,Purchase,7927,0,5,1585.4,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-02-16,Purchase,3399.1,0,2,1699.55,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-04-03,Purchase,6416.2,0,4,1604.05,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-07-13,Purchase,1825.3,0,1,1825.3,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-07-13,Purchase,5469.45,0,3,1823.15,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-07-21,Dividend,540,0,0,0,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-09-12,Purchase,1907.7,0,1,1907.7,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-11-02,Purchase,12564.6,0,7,1794.95,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2023-11-02,Purchase,1795,0,1,1795,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2024-02-28,Bonus,0,0,27,0,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2024-04-12,Purchase,2280,0,2,1140,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2024-07-24,Dividend,1120,0,0,0,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2024-08-12,Purchase,1303.96,1.36,1,1302.6,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2024-10-07,Purchase,3221.44,3.34,2,1609.05,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2024-12-10,Purchase,4862.44,6.04,3,1618.8,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-01-16,Purchase,12939,15.41,9,1435.95,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-12,Purchase,2678.2,0,2,1339.1,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-12,Purchase,4027.39,9.34,3,1339.35,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-12,Purchase,1339,0,1,1339,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-19,Purchase,29610.6,74.48,22,1342.55,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-19,Purchase,1343.05,0,1,1343.05,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-19,Purchase,13431,0,10,1343.1,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-19,Purchase,2686.3,0,2,1343.15,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-19,Purchase,12089.2,0,9,1343.25,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-03-19,Purchase,4029.9,0,3,1343.3,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-07-24,Dividend,3720,0,0,0,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-08-29,Purchase,2129.41,2.21,1,2127.2,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-09-29,Purchase,9780.63,11.13,5,1953.9,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-10-29,Purchase,2095.8,0,1,2095.8,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2025-10-29,Purchase,2100.87,4.97,1,2095.9,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2026-02-03,Sale,-2176.9,0,-1,2176.9,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2026-02-03,Sale,-26142,0,-12,2178.5,2498,2026-08-05
Pai,FIEMIND,INE737H01014,Fiem Industries Limited,2026-02-03,Sale,-4353.2,0,-2,2176.6,2498,2026-08-05
