Portfolio Name,Symbol,ISIN,Name,Transaction Date,Transaction Type,Transaction Amount,Transaction Charges,Transaction Units,Transaction Price,Price,Date
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2022-10-24,Purchase,7355.2,0,16,459.7,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2022-11-02,Purchase,473.4,0,1,473.4,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2022-12-01,Purchase,452.65,0,1,452.65,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2023-01-12,Purchase,448.85,0,1,448.85,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2023-02-08,Dividend,19,0,0,0,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2023-03-13,Purchase,5381.6,0,16,336.35,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2023-08-24,Sale,-900,0,-1,900,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2024-02-06,Dividend,34,0,0,0,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2024-10-29,Sale,-7235.45,17.05,-15,483.5,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2024-10-29,Sale,-2417.25,0,-5,483.45,,
Pai,AARTIDRUGS,INE767A01016,Aarti Drugs Limited,2024-10-29,Sale,-6769.7,0,-14,483.55,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2023-10-23,Purchase,27132.7,0,71,382.15,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2024-02-16,Dividend,142,0,0,0,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2024-07-31,Dividend,71,0,0,0,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-02-14,Dividend,177.5,0,0,0,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-09-15,Dividend,177.5,0,0,0,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-14312.7,0,-19,753.3,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-14313.6,0,-19,753.35,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-16500.7,70.83,-22,753.25,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-753.65,0,-1,753.65,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-3014.4,0,-4,753.6,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-1507.1,0,-2,753.55,,
Pai,AARTIPHARM,INE0LRU01027,Aarti Pharmalabs Limited,2025-11-11,Sale,-3013.6,0,-4,753.4,,
Pai,POWERINDIA,INE07Y701011,ABB Power Products and Systems India Limited,2022-10-24,Purchase,16194.8,0,5,3238.95,33020,2026-05-11
Pai,POWERINDIA,INE07Y701011,ABB Power Products and Systems India Limited,2023-03-14,Sale,-16874.5,0,-5,3374.9,33020,2026-05-11
Pai,ACC,INE012A01025,ACC Limited,2025-02-17,Purchase,18947.6,24.59,10,1892.3,,
Pai,ACC,INE012A01025,ACC Limited,2025-02-17,Purchase,1892.35,0,1,1892.35,,
Pai,ACC,INE012A01025,ACC Limited,2025-03-12,Purchase,3724.96,4.86,2,1860.05,,
Pai,ACC,INE012A01025,ACC Limited,2025-04-29,Purchase,3841.78,4.98,2,1918.4,,
Pai,ACC,INE012A01025,ACC Limited,2025-05-29,Purchase,3842.58,4.98,2,1918.8,,
Pai,ACC,INE012A01025,ACC Limited,2025-06-02,Sale,-32004.9,48.59,-17,1885.5,,
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-01-30,Purchase,129097,152.77,613,210.35,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-12,Purchase,9074.77,17.83,46,196.89,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-2598.75,0,-15,173.25,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-20772,0,-120,173.1,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-3468.8,0,-20,173.44,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-3294.98,0,-19,173.42,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-4162.32,0,-24,173.43,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-76687.2,133.67,-444,173.02,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-173.5,0,-1,173.5,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-02-17,Sale,-2768.8,0,-16,173.05,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-03-21,Purchase,133375,158.2,659,202.15,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-03-27,Sale,-27051,0,-142,190.5,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-03-27,Sale,-79060,146.39,-416,190.4,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-03-27,Sale,-18854.5,0,-99,190.45,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-03-27,Sale,-381.1,0,-2,190.55,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-04-02,Purchase,127272,150.81,659,192.9,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-04-29,Purchase,10223.5,0,48,212.99,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-04-29,Purchase,13207.2,0,62,213.02,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-04-29,Purchase,17731.9,52.06,83,213.01,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-05-02,Dividend,170.4,0,0,0,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-05-29,Purchase,6241.72,7.47,25,249.37,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-06-30,Purchase,2990.4,0,12,249.2,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-06-30,Purchase,3497.22,7.72,14,249.25,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-08-29,Purchase,1734,1.8,6,288.7,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-09-29,Purchase,15280.6,17.83,56,272.55,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-10-29,Purchase,571.98,0.68,2,285.65,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-11-11,Sale,-15234,0,-60,253.9,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-11-11,Sale,-150261,271.98,-593,253.85,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-11-11,Sale,-15494,0,-61,254,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-11-11,Sale,-38831.4,0,-153,253.8,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-11-11,Sale,-12455.8,0,-49,254.2,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2025-11-11,Sale,-12956.5,0,-51,254.05,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-01-05,Purchase,118981,141.29,500,237.68,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-02-06,Dividend,100,0,0,0,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-03-12,Sale,-25261.6,0,-112,225.55,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-03-12,Sale,-225.65,0,-1,225.65,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-03-12,Sale,-38092.6,0,-169,225.4,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-03-12,Sale,-44280.5,133.19,-197,225.45,246.37,2026-03-20
Pai,ACMESOLAR,INE622W01025,ACME Solar Holdings Limited,2026-03-12,Sale,-4737.6,0,-21,225.6,246.37,2026-03-20
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-05-03,Purchase,2169.75,0,5,433.95,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-05-12,Purchase,901.6,0,2,450.8,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-06-12,Purchase,1466.1,0,3,488.7,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-07-13,Purchase,1818.6,0,3,606.2,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-08-14,Purchase,779.85,0,1,779.85,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-08-17,Dividend,14,0,0,0,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-09-12,Purchase,2752,0,4,688,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-10-12,Purchase,3599.5,0,5,719.9,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2023-10-12,Purchase,718.15,0,1,718.15,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2024-07-19,Sale,-32945.5,49.67,-24,1374.8,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2025-11-25,Purchase,20451.1,24.36,21,972.7,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2026-02-23,Purchase,2616.31,2.71,3,871.2,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2026-03-12,Sale,-20166.9,36.3,-24,841.8,1094.3,2026-08-07
Pai,ACE,INE731H01025,Action Construction Equipment Limited,2026-04-20,Purchase,12833,15.3,14,915.55,1094.3,2026-08-07
Pai,AWL,INE699H01024,Adani Wilmar Limited,2022-10-24,Purchase,13798,0,20,689.9,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2022-10-24,Purchase,3449,0,5,689.8,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2022-12-01,Purchase,652.35,0,1,652.35,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2023-01-12,Purchase,1724.4,0,3,574.8,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2023-02-13,Purchase,2898.7,0,7,414.1,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2023-03-13,Sale,-16147.8,0,-36,448.55,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2025-10-20,Purchase,13015.5,15.49,50,260,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2025-10-29,Purchase,540.64,0.64,2,270,,
Pai,AWL,INE699H01024,Adani Wilmar Limited,2025-11-25,Sale,-13729.6,29.61,-52,264.6,,
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-04-11,Purchase,12362.9,27.54,66,186.9,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-04-11,Purchase,11587.2,0,62,186.89,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-04-29,Purchase,3635.73,4.77,18,201.72,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-05-29,Purchase,669.09,0.69,3,222.8,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-07-29,Purchase,3269.64,3.39,13,251.25,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-08-29,Purchase,4484.85,5.65,16,279.95,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-09-29,Purchase,4836.56,6.01,17,284.15,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-10-29,Purchase,1879.63,2.23,6,312.9,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-11-17,Purchase,4004.75,5.15,12,333.3,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-12-02,Sale,-4974.14,23.86,-14,357,408.05,2026-08-07
Pai,ABCAPITAL,INE674K01013,Aditya Birla Capital Limited,2025-12-02,Sale,-3213.45,0,-9,357.05,408.05,2026-08-07
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-05-03,Purchase,2148.1,0,2,1074.05,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-05-12,Purchase,1172.35,0,1,1172.35,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-06-12,Purchase,1177.9,0,1,1177.9,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-07-13,Purchase,1266.75,0,1,1266.75,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-07-13,Purchase,2535.3,0,2,1267.65,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-08-02,Dividend,122.5,0,0,0,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-08-14,Purchase,2224,0,2,1112,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-08-14,Purchase,1111.45,0,1,1111.45,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-09-12,Purchase,1094.85,0,1,1094.85,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2023-10-12,Purchase,1130.5,0,1,1130.5,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2024-05-15,Dividend,222,0,0,0,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2024-12-16,Sale,-1154.2,0,-1,1154.2,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2024-12-16,Sale,-1154.15,0,-1,1154.15,,
Pai,ADOR,INE045A01017,Ador Welding Limited,2024-12-16,Sale,-11520.3,29.72,-10,1155,,
Pai,AFFLE,INE00WC01019,Affle (India) Limited,2026-05-25,Purchase,15923.4,18.5,11,1445.9,1645.6,2026-08-07
Pai,AIAENG,INE212H01026,AIA Engineering Limited,2022-10-24,Purchase,5247.9,0,2,2623.95,,
Pai,AIAENG,INE212H01026,AIA Engineering Limited,2023-09-12,Dividend,32,0,0,0,,
Pai,AIAENG,INE212H01026,AIA Engineering Limited,2024-08-20,Dividend,32,0,0,0,,
Pai,AIAENG,INE212H01026,AIA Engineering Limited,2024-10-29,Sale,-3853.95,0,-1,3853.95,,
Pai,AIAENG,INE212H01026,AIA Engineering Limited,2024-10-29,Sale,-3846,8,-1,3854,,
Pai,AMBER,INE371P01015,Amber Enterprises India Limited,2026-02-10,Purchase,118544,0,16,7409,6746.5,2026-03-25
Pai,AMBER,INE371P01015,Amber Enterprises India Limited,2026-02-10,Purchase,163323,336.1,22,7408.5,6746.5,2026-03-25
Pai,AMBER,INE371P01015,Amber Enterprises India Limited,2026-03-12,Sale,-139649,291.19,-20,6997,6746.5,2026-03-25
Pai,AMBER,INE371P01015,Amber Enterprises India Limited,2026-03-12,Sale,-62977.5,0,-9,6997.5,6746.5,2026-03-25
Pai,AMBER,INE371P01015,Amber Enterprises India Limited,2026-03-12,Sale,-62982,0,-9,6998,6746.5,2026-03-25
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-02-10,Purchase,575.55,0,1,575.55,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-02-10,Purchase,575.7,0,1,575.7,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-02-10,Purchase,2302,0,4,575.5,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-02-10,Purchase,30509.5,0,53,575.65,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-02-10,Purchase,52496.5,103.28,91,575.75,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-03-12,Sale,-69159.8,87.73,-150,461.65,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-03-24,Purchase,9908.8,0,22,450.4,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-03-24,Purchase,36936.9,0,82,450.45,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-03-24,Purchase,81272.5,182.52,180,450.5,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-03-24,Purchase,7208.8,0,16,450.55,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-03-24,Purchase,17587,0,39,450.95,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-04-01,Purchase,435320,520.34,1000,434.8,615.9,2026-08-07
Pai,ANANTRAJ,INE242C01024,Anant Raj Limited,2026-04-20,Purchase,80178.3,95.72,156,513.35,615.9,2026-08-07
Pai,ANGELONE,INE732I01021,Angel One Limited,2023-11-02,Purchase,13255.8,0,5,2651.15,,
Pai,ANGELONE,INE732I01021,Angel One Limited,2023-11-13,Purchase,2735,0,1,2735,,
Pai,ANGELONE,INE732I01021,Angel One Limited,2023-12-01,Sale,-18378.3,0,-6,3063.05,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2022-10-24,Purchase,17710.2,0,12,1475.85,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2022-11-02,Purchase,1428.85,0,1,1428.85,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2022-12-01,Purchase,1502.8,0,1,1502.8,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-03-14,Sale,-6871.5,0,-3,2290.5,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-04-03,Purchase,2604,0,1,2604,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-05-12,Purchase,5290,0,2,2645,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-08-04,Dividend,560,0,0,0,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-11-02,Sale,-5134.85,0,-1,5134.85,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-11-02,Sale,-51349,0,-10,5134.9,,
Pai,APARINDS,INE372A01015,Apar Industries Limited,2023-11-02,Sale,-15402.6,0,-3,5134.2,,
Pai,APLAPOLLO,INE702C01019,APL Apollo Tubes Limited,2025-12-19,Purchase,45278,60.54,25,1808.7,1817.6,2026-06-12
Pai,APLAPOLLO,INE702C01019,APL Apollo Tubes Limited,2025-12-19,Purchase,5425.8,0,3,1808.6,1817.6,2026-06-12
Pai,APLAPOLLO,INE702C01019,APL Apollo Tubes Limited,2026-04-20,Purchase,99650.1,118.25,47,2117.7,1817.6,2026-06-12
Pai,APLAPOLLO,INE702C01019,APL Apollo Tubes Limited,2026-06-11,Sale,-131693,153.18,-75,1757.95,1817.6,2026-06-12
Pai,APOLLO,INE713T01010,Apollo Micro Systems Limited,2026-01-02,Purchase,200121,238.78,725,275.7,198.63,2026-03-20
Pai,APOLLO,INE713T01010,Apollo Micro Systems Limited,2026-03-12,Sale,-149904,171.03,-725,207,198.63,2026-03-20
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2022-11-23,Purchase,14359.8,0,182,78.9,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2022-12-01,Purchase,563.5,0,7,80.5,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2023-01-12,Purchase,1152,0,16,72,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2023-02-13,Purchase,135.2,0,2,67.6,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2023-03-13,Purchase,1704.3,0,26,65.55,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2023-03-13,Purchase,2421.65,0,37,65.45,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2023-07-14,Dividend,121.5,0,0,0,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2024-07-05,Dividend,121.5,0,0,0,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-1768.4,0,-8,221.05,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-13266,0,-60,221.1,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-11278.6,0,-51,221.15,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-12829.6,0,-58,221.2,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-20056,77.77,-91,221.25,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-221.3,0,-1,221.3,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-03,Sale,-221.35,0,-1,221.35,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-03-21,Purchase,68917.9,81.41,270,254.95,,
Pai,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,2025-05-08,Sale,-64865.3,83.24,-270,240.55,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-05-03,Purchase,564.8,0,2,282.4,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-05-03,Purchase,1129.8,0,4,282.45,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-05-12,Purchase,1124.05,1.05,4,280.75,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-06-12,Purchase,315.45,0,1,315.45,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-06-12,Purchase,630.8,0,2,315.4,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-07-13,Purchase,1040.85,0,3,346.95,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-07-13,Purchase,1734.5,0,5,346.9,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-08-14,Purchase,2436,0,8,304.5,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-08-14,Purchase,609.5,0,2,304.75,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-09-01,Dividend,31,0,0,0,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-09-12,Purchase,324.9,0,1,324.9,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2023-10-12,Purchase,658,0,2,329,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2024-08-09,Dividend,42.5,0,0,0,,
Pai,ARVINDFASN,INE955V01021,Arvind Fashions Limited,2025-01-15,Sale,-17004.4,33.01,-34,501.1,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2022-10-24,Purchase,2379.6,0,8,297.45,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2022-10-24,Purchase,10115,0,34,297.5,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2022-11-02,Purchase,878.1,0,3,292.7,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2022-12-01,Purchase,1071,0,4,267.75,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2023-01-12,Purchase,521.2,0,2,260.6,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2023-02-13,Purchase,665.7,0,3,221.9,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2023-03-13,Sale,-1867,0,-10,186.7,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2023-03-13,Sale,-2239.8,0,-12,186.65,,
Pai,ASAHISONG,INE228I01012,Asahi Songwon Colors Limited,2023-03-13,Sale,-5971.2,0,-32,186.6,,
Pai,ASHAPURMIN,INE348A01023,Ashapura Minechem Limited,2026-04-20,Purchase,130036,154.78,211,615.55,738.35,2026-08-07
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-02-17,Purchase,10803.5,24,49,219.99,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-02-17,Purchase,2420,0,11,220,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-02-17,Purchase,7040.96,0,32,220.03,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-03-12,Purchase,5203.27,6.39,26,199.88,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-04-11,Sale,-24650.5,40.96,-118,209.25,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-11-03,Purchase,37443.4,71.06,263,142.1,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-11-03,Purchase,22450.2,0,158,142.09,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-11-17,Purchase,1187.15,1.23,8,148.24,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2025-11-18,Dividend,429,0,0,0,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2026-05-20,Sale,-10607.4,0,-71,149.4,158.21,2026-05-22
Pai,ASHOKLEY,INE208A01029,Ashok Leyland Limited,2026-05-20,Sale,-53420.7,82.36,-358,149.45,158.21,2026-05-22
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2025-12-19,Purchase,4209.6,0,60,70.16,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2025-12-19,Purchase,701,0,10,70.1,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2025-12-19,Purchase,7925.82,0,113,70.14,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2025-12-19,Purchase,9189.65,0,131,70.15,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2025-12-19,Purchase,28088.3,60.33,400,70.07,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2026-03-12,Sale,-7247.52,0,-112,64.71,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2026-03-12,Sale,-64.8,0,-1,64.8,60.44,2026-03-20
Pai,ASIANTILES,INE022I01019,Asian Granito India Limited,2026-03-12,Sale,-2913.3,0,-45,64.74,60.44,2026-03-20
