Symbol,Transaction Date,Buy Quantity,Buy Price,Sell Quantity,Sell Price,Charges
GANECOS,2023-06-12,2,1054.15,,,
GANECOS,2023-07-13,7,1039.8,,,
GANECOS,2023-07-13,1,1039.85,,,
GANECOS,2023-07-13,2,1039.65,,,
GANECOS,2023-07-13,3,1040.75,,,
GANECOS,2023-08-14,3,1057.55,,,
GANECOS,2023-08-14,1,1057.05,,,
GANECOS,2023-09-01,3,1053.3,,,
GENUSPOWER,2024-05-13,11,270.3,,,
GENUSPOWER,2024-08-12,5,374.6,,,1.95
GENUSPOWER,2025-02-17,,,26,257.5,
GENUSPOWER,2025-05-23,47,361.7,,,
GENUSPOWER,2025-05-23,5,361.85,,,
GENUSPOWER,2025-05-23,177,361.65,,,97.92
GENUSPOWER,2025-07-29,9,353.2,,,3.3
GENUSPOWER,2025-08-29,31,333.4,,,12.72
GENUSPOWER,2025-09-29,29,314.05,,,10.45
GENUSPOWER,2025-10-29,6,300.25,,,2.14
GENUSPOWER,2025-11-03,512,342.85,,,207.26
GENUSPOWER,2025-12-09,,,220,296.9,
GENUSPOWER,2025-12-09,,,100,297.1,
GENUSPOWER,2025-12-09,,,97,296.95,
GENUSPOWER,2025-12-09,,,129,296.85,
GENUSPOWER,2025-12-09,,,230,297,341.86
EBGNG,2025-12-09,,,39,296.5,
GANECOS,2025-10-29,3,1225.9,,,5.82
GANECOS,2025-11-10,,,19,1060.1,
GANECOS,2025-11-10,,,3,1060.2,
GANECOS,2025-11-10,,,158,1060,264.98
GANECOS,2025-11-10,,,34,1060.3,
GANECOS,2025-11-10,,,4,1060.4,
GANECOS,2025-11-10,,,9,1060.7,
GANECOS,2026-02-03,48,717.45,,,44.7
GANECOS,2026-02-03,4,717.55,,,
MEDANTA,2024-03-05,35,1246.5,,,
MEDANTA,2025-02-12,2,1096.4,,,2.27
MEDANTA,2025-03-12,1,1168.7,,,1.21
MEDANTA,2025-04-29,5,1200.4,,,7.23
MEDANTA,2025-05-29,3,1196.8,,,4.72
MEDANTA,2025-06-02,,,13,1213.4,
MEDANTA,2025-06-02,,,15,1213.1,50.58
MEDANTA,2025-08-08,20,1418.9,,,33.44
MEDANTA,2025-08-29,2,1395.8,,,2.9
MEDANTA,2025-09-09,12,1376.4,,,19.13
MEDANTA,2025-09-29,4,1307,,,6.42
MEDANTA,2025-10-29,1,1361,,,
MEDANTA,2025-10-29,3,1361.1,,,6.46
MEDANTA,2025-11-03,,,16,1306.9,
MEDANTA,2025-11-03,,,18,1306.5,
MEDANTA,2025-11-03,,,61,1306,200.99
MEDANTA,2025-11-03,,,3,1306.2,
MEDANTA,2025-11-03,,,33,1306.1,
MEDANTA,2025-11-03,,,4,1306.3,
MEDANTA,2025-11-03,,,2,1306.4,
GLOBUSSPR,2025-10-20,8,1112.8,,,15.85
GLOBUSSPR,2025-10-20,1,1113,,,
GLOBUSSPR,2025-10-20,3,1112.7,,,
GLOBUSSPR,2025-10-29,1,1083.7,,,1.28
GLOBUSSPR,2025-11-25,,,2,1038,
GLOBUSSPR,2025-11-25,,,3,1037.7,
GLOBUSSPR,2025-11-25,,,8,1037.8,29.34
EBGNG,2025-08-01,263,327.9,,,
EBGNG,2025-08-01,443,328,,,275.67
EBGNG,2025-08-29,11,347.8,,,4.97
EBGNG,2025-09-29,6,344.75,,,2.15
GVT&D,2025-10-29,1,2945.1,,,3.5
GVT&D,2025-11-17,1,3075.5,,,3.19
GVT&D,2025-12-02,,,9,2841.5,
GVT&D,2025-12-02,,,11,2841.9,74.3
GEMAROMA,2025-08-25,46,325,,,
GEMAROMA,2025-08-29,61,293.85,,,21.6
GEMAROMA,2025-10-29,,,1,229.82,
GEMAROMA,2025-10-29,,,1,229.8,
GEMAROMA,2025-10-29,,,29,229.79,
GEMAROMA,2025-10-29,,,76,229.85,40.84
GICRE,2024-12-09,29,416.95,,,14.54
GICRE,2024-12-12,7,433.2,,,3.15
GICRE,2025-01-13,8,415.5,,,3.45
GICRE,2025-02-12,6,384,,,4.98
GICRE,2025-02-12,4,384.1,,,
GICRE,2025-03-12,8,376.8,,,3.13
GICRE,2025-04-29,7,430.5,,,3.13
GICRE,2025-05-29,3,408.75,,,
GICRE,2025-05-29,9,408.8,,,6.09
GICRE,2025-06-02,,,81,407.8,49.61
GENUSPOWER,2024-02-01,127,277.8,,,
GENUSPOWER,2024-03-05,,,127,248.35,
GENUSPOWER,2024-03-12,120,224.9,,,
GENUSPOWER,2024-04-12,2,265.45,,,
GPIL,2022-10-24,185,53.6,,,
GPIL,2022-11-02,5,54.3,,,
GPIL,2022-12-01,5,64.12,,,
GPIL,2023-04-24,,,70,100,
GPIL,2025-03-03,,,115,152.75,35.3
GPIL,2025-03-03,,,5,152.8,
GPIL,2025-03-03,,,5,152.85,
GODFRYPHLP,2026-04-20,11,2177.3,,,
GODFRYPHLP,2026-04-20,27,2177.4,,,
GODFRYPHLP,2026-04-20,11,2177.5,,,
GODFRYPHLP,2026-04-20,27,2177.7,,,292.62
GENUSPOWER,2025-12-09,,,1,297.15,
GENUSPOWER,2025-12-09,,,211,296.8,
GENUSPOWER,2025-12-09,,,46,297.05,
GENUSPOWER,2025-12-09,,,21,297.25,
GENUSPOWER,2025-12-09,,,5,297.2,
GENUSPOWER,2025-12-17,1,302.85,,,
GENUSPOWER,2025-12-17,40,303,,,14.89
GENUSPOWER,2025-12-30,,,1,286.1,
GENUSPOWER,2025-12-30,,,17,286.25,
GENUSPOWER,2025-12-30,,,23,286.05,27.51
GKENERGY,2026-04-20,130,131.91,,,37.85
GKENERGY,2026-04-20,31,131.92,,,
GKENERGY,2026-04-20,28,131.99,,,
GKENERGY,2026-04-20,2,132,,,
GKENERGY,2026-04-20,1,132.03,,,
GKENERGY,2026-04-20,48,132.05,,,
GLAXO,2025-06-02,10,3302.1,,,39.26
GLAXO,2025-06-30,1,3365,,,4.49
GLAXO,2025-07-29,1,3138.6,,,7.51
GLAXO,2025-07-29,1,3138.5,,,
GLAXO,2025-08-08,,,11,2652.4,51.11
GLAXO,2025-08-08,,,2,2652.3,
GLENMARK,2023-11-02,7,752.3,,,
GLENMARK,2023-12-01,,,7,787.95,
MEDANTA,2022-11-15,44,336,,,
GRAVITA,2023-04-03,2,494.5,,,
GRAVITA,2023-05-03,3,563,,,
GRAVITA,2023-05-12,2,573.3,,,
GRAVITA,2023-06-12,2,592.4,,,
GRAVITA,2023-07-13,2,630.75,,,
GUFICBIO,2025-10-20,70,350.95,,,57.59
GUFICBIO,2025-10-20,10,350.9,,,
GUFICBIO,2025-10-20,8,350.7,,,
GUFICBIO,2025-10-20,14,350.75,,,
EBGNG,2025-10-29,11,324.1,,,4.23
EBGNG,2025-12-09,,,33,296.35,
EBGNG,2025-12-09,,,118,296.1,
EBGNG,2025-12-09,,,88,295.95,
EBGNG,2025-12-09,,,60,296.05,
EBGNG,2025-12-09,,,51,296.2,
EBGNG,2025-12-09,,,38,296.25,
EBGNG,2025-12-09,,,1,296.3,
EBGNG,2025-12-09,,,15,296.4,
EBGNG,2025-12-09,,,159,295.85,240.77
EBGNG,2025-12-09,,,38,295.8,
EBGNG,2025-12-09,,,87,296,
HGINFRA,2025-10-20,53,915,,,57.31
HGINFRA,2025-10-29,4,920.3,,,4.36
HGINFRA,2025-11-17,,,31,892.05,68.57
HGINFRA,2025-11-17,,,26,891.7,
HARIOMPIPE,2026-05-25,15,386.65,,,
HARIOMPIPE,2026-05-25,26,386.75,,,18.45
HBLENGINE,2023-06-21,26,153.4,,,
HBLENGINE,2023-09-12,6,250.4,,,
HBLENGINE,2023-10-12,4,302,,,
HBLENGINE,2025-01-30,186,584.95,,,194.44
HBLENGINE,2025-01-30,94,584.65,,,
HBLENGINE,2025-02-12,11,504.95,,,6.76
HBLENGINE,2025-02-17,,,340,476.3,187.13
HBLENGINE,2025-02-17,,,5,476.5,
HBLENGINE,2025-03-21,345,464.1,,,190.1
HBLENGINE,2025-07-29,5,565.3,,,2.93
HBLENGINE,2025-12-03,,,10,843.1,
HBLENGINE,2025-12-03,,,200,843.35,323.76
HBLENGINE,2025-12-03,,,30,843.2,
HBLENGINE,2025-12-03,,,40,843.05,
HBLENGINE,2025-12-03,,,70,843.3,
GODFRYPHLP,2026-04-20,26,2177.8,,,
GODFRYPHLP,2026-04-20,11,2177.9,,,
GOKEX,2023-05-03,6,375.1,,,
GOKEX,2023-05-12,4,388,,,
GOKEX,2023-06-12,2,479.2,,,
GOKEX,2023-07-13,3,527.55,,,
GOKEX,2023-07-13,5,527.75,,,
GOKEX,2023-08-14,3,512.25,,,
GOKEX,2023-08-14,2,512.5,,,
GOKEX,2023-10-12,2,840.55,,,
GOKEX,2025-03-03,,,1,772.85,
GOKEX,2025-03-03,,,26,772.9,36.99
GOODLUCK,2023-08-17,8,568,,,
GOODLUCK,2023-08-17,4,568.15,,,
GOODLUCK,2023-08-17,10,568.2,,,
GOODLUCK,2023-09-12,2,581.9,,,
GOODLUCK,2023-10-12,2,774.35,,,
GOODLUCK,2025-03-03,,,1,615.95,
GOODLUCK,2025-03-03,,,8,616.05,31.96
GOODLUCK,2025-03-03,,,4,616.3,
GOODLUCK,2025-03-03,,,7,616.35,
GOODLUCK,2025-03-03,,,4,616.55,
GOODLUCK,2025-03-03,,,1,616.6,
GOODLUCK,2025-03-03,,,1,616.65,
GRAVITA,2022-11-23,30,358.75,,,
GRAVITA,2022-12-01,1,363.3,,,
GRAVITA,2023-03-13,2,467.9,,,
GRAVITA,2023-03-13,1,467.8,,,
HCLTECH,2025-07-29,3,1474,,,5.59
GUFICBIO,2025-10-20,27,350.55,,,
GUFICBIO,2025-10-20,3,350.5,,,
GUFICBIO,2025-10-20,3,350.6,,,
GUFICBIO,2025-10-20,4,351,,,
GUFICBIO,2025-10-29,,,53,335.55,75.68
GUFICBIO,2025-10-29,,,23,335.5,
GUFICBIO,2025-10-29,,,15,335.25,
GUFICBIO,2025-10-29,,,48,335.3,
GUFICBIO,2025-10-29,9,336.3,,,2.55
GUFICBIO,2025-10-29,2,336.1,,,
GUFICBIO,2025-10-29,7,336.2,,,
GUFICBIO,2025-11-03,,,18,326.05,21.43
GUFICBIO,2026-04-20,33,298.75,,,30.35
GUFICBIO,2026-04-20,17,298.8,,,
GUFICBIO,2026-04-20,14,298.85,,,
GUFICBIO,2026-04-20,21,298.9,,,
GMDCLTD,2025-10-15,69,591.85,,,118.15
GMDCLTD,2025-10-15,19,591.9,,,
GMDCLTD,2025-10-15,31,591.75,,,
GMDCLTD,2025-10-15,49,591.65,,,
GMDCLTD,2025-10-29,30,591.95,,,21.21
GMDCLTD,2025-11-20,,,75,520.85,
GMDCLTD,2025-11-20,,,123,520.8,122.32
GPPL,2023-10-23,43,123.85,,,
GPPL,2023-11-02,,,43,123,
HPL,2024-08-12,2,613.8,,,1.28
HPL,2024-09-12,3,573.8,,,2.39
HPL,2024-09-12,1,573.85,,,
HPL,2024-10-07,4,529.8,,,2.2
HPL,2024-10-14,2,556.15,,,1.15
HPL,2024-10-29,14,506.7,,,
HPL,2024-10-29,20,506.65,,,
HPL,2024-10-29,10,506.5,,,
HPL,2024-10-29,21,506.4,,,39.16
HPL,2025-01-16,8,516.7,,,5.29
HPL,2025-02-12,5,421.3,,,2.19
HPL,2025-11-10,87,454.45,,,
HPL,2025-11-10,12,454.3,,,
HPL,2025-11-10,24,454.65,,,
HPL,2025-11-10,67,454.4,,,
HPL,2025-11-10,60,454.6,,,
HPL,2025-12-01,,,163,417.05,205.24
HPL,2025-12-01,,,114,416.8,
HPL,2025-12-01,,,32,416.95,
HPL,2025-12-01,,,25,417.3,
HPL,2025-12-01,,,54,417,
HPL,2025-12-01,,,37,416.9,
HPL,2025-12-01,,,3,416.85,
INFY,2023-05-12,1,1249,,,
HBLENGINE,2026-01-05,350,942.55,,,389.97
HBLENGINE,2026-02-03,142,785,,,132.64
HBLENGINE,2026-02-23,35,724.95,,,31.06
HBLENGINE,2026-03-12,,,147,663.25,
HBLENGINE,2026-03-12,,,16,663.05,
HBLENGINE,2026-03-12,,,18,663.1,
HBLENGINE,2026-03-12,,,18,663.15,
HBLENGINE,2026-03-12,,,322,663.2,380.73
HBLENGINE,2026-03-12,,,6,663,
HBLENGINE,2026-04-15,81,766.15,,,73.38
HBLENGINE,2026-05-20,18,750.55,,,
HBLENGINE,2026-05-20,34,750.6,,,50.38
HBLENGINE,2026-05-20,5,750.7,,,
HBLENGINE,2026-05-22,3,793.65,,,3.29
HBLENGINE,2026-05-22,1,793.75,,,
HBLENGINE,2026-06-22,28,819.55,,,26.81
HBLENGINE,2026-07-22,26,722.3,,,30.23
HBLENGINE,2026-07-22,9,722.25,,,
HCLTECH,2024-12-09,3,1915,,,6.96
HCLTECH,2024-12-12,1,1934.8,,,2.01
HCLTECH,2025-01-13,1,1994.35,,,2.07
HCLTECH,2025-02-12,1,1717.45,,,1.78
HCLTECH,2025-03-12,1,1516.65,,,1.57
HCLTECH,2025-04-29,1,1552.9,,,1.61
HCLTECH,2025-05-29,2,1661.1,,,3.45
HCLTECH,2025-06-30,1,1722,,,1.79
ICICIBANK,2022-12-01,1,944.7,,,
ICICIBANK,2023-10-23,,,5,930.15,
ICICIGI,2023-10-23,4,1402,,,
ICICIGI,2023-11-02,1,1368.1,,,
ICICIGI,2023-11-02,1,1368.05,,,
ICICIGI,2025-03-03,,,6,1673,25.75
ISEC,2024-09-04,65,835.85,,,64.52
ISEC,2024-09-12,4,831.6,,,3.46
ISEC,2024-10-14,8,836.45,,,7.94
ISEC,2024-11-08,,,6,837.6,
ISEC,2024-11-08,,,3,837.65,
ISEC,2024-11-08,,,35,837.7,80.99
ISEC,2024-11-08,,,4,837.75,
ISEC,2024-11-08,,,13,837.8,
HCLTECH,2025-08-29,,,14,1460.3,36.55
HDFCAMC,2025-07-03,8,5085,,,47.46
HDFCAMC,2025-08-29,1,5567,,,6.78
HDFCAMC,2025-09-29,1,5647.5,,,6.86
HDFCAMC,2025-10-29,1,5375,,,6.39
HDFCAMC,2025-11-03,,,11,5349.5,76.39
HDFCBANK,2022-10-24,3,1422.08,,,
HDFCBANK,2022-12-01,1,1542.38,,,
